speaker,timestamp,End Time,words,tags
Maurice Hornocker,[00:17:14:13],00:17:48:15,"He was, yeah. He and I grew up in Iowa, about 100 miles apart on little 160 acre family farms. Didn't know that it then really is a he was a 15 years older than me. His cousin came west to trap in Jackson Hole, and when Wilbur was in his late teens, he came west. We both played baseball.",
Maurice Hornocker,[00:17:48:17],00:18:21:19,"We did a lot of similar thing. Trap lines, bought our school books with money for muskrats and mink and skunks. I got sent home a lot from the one room country school that I went to several times for having skunks there. Forget it. Anyway, Wilbur came to spend a winter with him and never went back and he heard about job opportunities over Driggs and the potato fields and all.",
Maurice Hornocker,[00:18:21:21],00:18:51:10,"And and there there he heard from old Tom Drummond, who was he met out in the potato field out there getting his grub steak. They called it making enough money to buy the supplies for winter flour, sugar, whatever. And and he was a prospector and he talked Wilbur into going into Big Creek with him. And for several summers, they roamed the back country panning for gold.",
Maurice Hornocker,[00:18:51:12],00:19:13:19,"And Wilbur almost perished on a homemade raft in the Middle Fork. They were couldn't get to this one bar that old Tom knew was the mother lode. The only way they could get there was build this raft at first raft below Big Creek tore the raft all the pieces. And Wilbur down there, didn't make it to the bank.",
Maurice Hornocker,[00:19:13:19],00:19:39:11,"He said he there at one point he thought he had at. Anyway, they roamed that whole back country for a couple of years and Tom had the cabin there at Monumental Creek that he gave to Wilbur, that old one. And then Will rebuilt the new one that burned in the big fire here several years ago. But no, he was.",wildfire
Maurice Hornocker,[00:19:39:13],00:20:05:15,"And the stories he tells Tramp and Beaver up in Chamberlain, those huge skis, you know, that tall as this ceiling one one you glided on the other you steered with. I'll show you a pair I've got them out here on the that I brought from a Beaver Creek cabin. I found an old cabin on Beaver Creek, but. And he fell through the ice on one of those little beaver ponds up there was.",
Maurice Hornocker,[00:20:05:17],00:20:40:12,"And and he knew he had to make it back to Monumental or he wasn't going to make it. So he had to come all the way down Ramey Creek and and up to Monumental and or down to monumental and fall out but normal person could have done that. I mean, he he was something else and so under spoken I've said this a lots of times and we'll continue he thought he knew all about cougars in Big Creek.",cougars
Maurice Hornocker,[00:20:40:13],00:21:12:19,"He thought there were 3011 in there. Based on the numbers he would kill for bounty over the years. And when we found that there was only a dozen or so full time residents, the others were were transients that would come in and of course, kittens of the Year and yearlings and all but only two. There were only three resident males and and 6 to 8 resident females.",
Maurice Hornocker,[00:21:12:21],00:21:26:19,"And and he pondered that at the end of that second third year and he said, you know, the more a man learns, the more he learns he doesn't know. So true.",
Jack Kredell,[00:21:26:21],00:21:32:08,I read somewhere that that Wilbur saw a grizzly track.,
Maurice Hornocker,[00:21:32:10],00:21:40:17,"I suspect he did. Yeah. And down on the salmon. That was over on the salmon, that's. Yeah.",
Maurice Hornocker,[00:21:40:19],00:22:07:07,"And I'm I'm not surprised at that. North of the river. It's a different climate. It really is striking. you get north of the river, there's a it's much wetter. There's a lot more vegetation. South of the river is much drier. The Selway. We had a ranch in the Selway way for a number of years. The research ranch that we maintained.",water
Maurice Hornocker,[00:22:07:09],00:22:43:09,"And I was just amazed at the difference in, in the soils, the difference in and but mainly the vegetation lots wetter and the people there Selway claim that they periodically would see a grizzly track and that doesn't surprise me because they come you know north Idaho, British Columbia and that population in north west Montana, there's a small population there out of Libby and and the Act River.",water
Maurice Hornocker,[00:22:43:11],00:22:49:15,And those young males will travel.,
Jack Kredell,[00:22:49:17],00:22:54:16,Did you notice any decline in whitebark pine in your time?,
Maurice Hornocker,[00:22:54:18],00:23:26:19,"Very little back. Yeah. Whitebark pine. And a lot of it was in decline. But that's I found more of that when I lived in Missoula and hunted on the Idaho Montana border there out of Hamilton and and Derby up on top. There are ridges there, beautiful ridges of whitebark pine that was dying. That was a long time ago when I lived in Missoula.",
Maurice Hornocker,[00:23:26:21],00:23:49:13,"But very little whitebark pine in Big Creek drainage or for that matter, any part of the the river south of the salmon that I'm familiar with. I just haven't encountered it. But it's in trouble wherever it is, and it's too bad.",water
Jack Kredell,[00:23:49:15],00:24:05:13,"Yeah. I don't know why it's in trouble. I mean, I know a lot of the seed propagator is are not in, in their natural abundance. Yeah. And we're also getting drier. Yeah. It's just maybe it's just multiple factors.",
Maurice Hornocker,[00:24:05:18],00:24:44:08,"Yeah. Yellowstone, when we started working there, they had a policy of fire suppression to aid the comeback of whitebark pine on the plateau. All of that big watches is lodgepole pine. Now plateau because lodgepole pine is a pretty short lived species and and they wanted to suppress fires to give the whitebark pine a chance to come on after the lodgepole cycle ended.",wildfire;government
Maurice Hornocker,[00:24:44:09],00:25:17:10,"And they had a really good start, a really good start. Whitebark pine was coming back all across through, though then the administration changed and fire suppression came back and they they just threw away all those years of progress. It's back to lodgepole pine again. But and that shows just what policy change can do in a short period of time for long term results.",wildfire;government
Jack Kredell,[00:25:20:02],00:25:31:12,"To go back to Taylor, what would you like to see for Taylor's future?",
Maurice Hornocker,[00:25:31:14],00:26:22:22,"I would really like to see it flourish as a, as a recognized, even renowned Wilderness Educational Center, a center for consultation, shining light and in land health and and focusing in the near future on water and the treasure we have in the water. And but also that the we live in a Barnum and Bailey world in a way. Celebrity worship.",
Maurice Hornocker,[00:26:23:00],00:27:00:21,"People will take the word of a celebrity, you know. And but my point here is to to to create art with facts and with with progress, with actual findings, the credibility to raise the money. I know the university's in a tough financial place. We have a legislature that's totally anti-education. They want to keep a dumb as rattling and pots and pans.",government
Maurice Hornocker,[00:27:00:23],00:27:36:08,"I don't want to get started there either, but they're anti-education, no question. And and it's going to be tough on any administrator there to fund with the university traditional funding, any kind of a program there. The money has to come from somewhere else. And that means someone with charisma, someone with vision, some a Cesar Chavez, Jesus Christ, Martin Luther King for wilderness.",wilderness;government
Maurice Hornocker,[00:27:36:09],00:28:02:10,"Look what those individuals did. And that's what it's going to take there. Unfortunately, that person hasn't surfaced at the University of Idaho, but that's what it's going to take, the kind of person with vision who can get the money, who has the resources, who has the credibility, who has the the the the base that he can bring that kind of money there.",
Maurice Hornocker,[00:28:02:12],00:28:28:16,"And it can be done. It can be done. You can get the kind of people Robert Redford would draw attention to it, just as he has the Environmental Defense Fund and the National Resources Defense Council. and but it takes money. The faculty doesn't want to work there because they can do their thing and get their tenure off the interstate.",
Maurice Hornocker,[00:28:28:18],00:28:59:05,"They don't need to fly into the remote backcountry and live less than the way they do. But if you give them money, if you'd go to George Schaller Well, George is retired. He's out of it now. But Dave Major still active. And, you know, say, Dave, we want you to head a wolf program in the Idaho wilderness. And here is is a million bucks to do it.",wolves;wilderness
Maurice Hornocker,[00:28:59:07],00:29:45:03,"Bring the best people you got. Let's do it. Publicize the hell out of it. Which he would. And the media would gladly pick it up here in Idaho. Lewiston Tribune would jump on Spokane. I don't know about Boise Paper there to turn it right, but I better not say that. Edit that out. But you see the point with my students, I say, you know, they who who advance to some administrative post a dean or even a college president or something and they're really good scientist.",government
Maurice Hornocker,[00:29:45:08],00:30:30:07,"I say, God, I'm sorry you're ending your career so soon. And then I follow up with, Do you remember who was president of Notre Dame when when Galileo made his discovery? Do you remember who was who was president when Faulkner won the Pulitzer Prize? People remember good work. They don't remember administrators or politicians unless they're exceptional. And and to give up a career to become what I call a clerk, you're an administrator.",government
Maurice Hornocker,[00:30:30:08],00:31:06:18,You're dealing with leave and and salaries and all that. You gave up your career. I've seen it happens in any time to good solid people. What we need here again backing up is someone at the university who carries this wilderness message and who can create the interest in it that makes people proud. I'm proud that the University of Idaho is doing this and how fortunate they are to have this facility to do it.,wilderness
Maurice Hornocker,[00:31:06:19],00:31:36:20,"Janet ... would help with that. She really would. But you got to have that person. And so far, Denis Becker's a good guy. He's interested. He wants to see it successful and all, but he's got his limitations in his job and his budget and all of that. And he has his his priorities set by the administration. He can't launch off into that world.",
Maurice Hornocker,[00:31:36:22],00:32:09:18,"But I'm afraid that's what it's going to take because we've struggled here for a long time now with Taylor Ranch becoming what it could be. And and and the things we've just discussed are the reasons why the past Dean's past administrators have used it as a plaything, a personal playground, you might say. I won't mention any names, but you know who they are.",
Maurice Hornocker,[00:32:09:20],00:32:42:08,"And you know what? But the results were, We made a mistake early on hiring Al Erickson as a director. He got it off to a terrible start because he it turned out he had absolutely no interest in wilderness. He was a big game hunter, and that's all he was interested in. And he stuck his foot in his mouth at outfitters meetings, at Regents meetings and everything else gave it a bad taste in legislators mouths right off the bat.",wilderness
Maurice Hornocker,[00:32:42:08],00:33:22:22,"A waste of money taking it off the tax roll. So can Dick show it? The taxes were something like $60 a year. I. I better not put those numbers that are not right, but close. But the potential is there. It's no one else has anything like it. No one else is in such a magnificent landscape the size alone.",creativity
Maurice Hornocker,[00:33:23:00],00:33:52:22,"But I go back to the water. There's nothing in the continue as the United States to match that watershed doesn't exist. Alaska does, but not the 48 and as more and more water becomes critical, it'll be more important.",
Jack Kredell,[00:33:53:00],00:34:19:06,"I think some of the issue is that maybe like aside from the the issue of bureaucracy, legislators and people in power, I think, feel they have a hard time making wilderness accessible and valuable as a concept to everyday people.",government
Maurice Hornocker,[00:34:19:08],00:34:20:10,Yeah.,
Jack Kredell,[00:34:20:12],00:34:37:01,"I think that's part of the issue. Why? Why? It's hard to drum up interest in Taylor and Wilderness projects when today we're talking so much about accessibility and equity and all this. Yeah, you.",
Maurice Hornocker,[00:34:37:01],00:35:08:01,"Know. Yeah, but hey, our family, Idaho family will go to Disneyland and spend the thousand dollars a day easily. You can go into the wilderness first class with an outfitter for far less than that. That's my argument against this accessibility thing. It is accessible and raft trips. You can buy one of those cheaper and you can go to Disneyland.",wilderness
Maurice Hornocker,[00:35:08:02],00:35:44:03,"Look how many families go to Disneyland. And and with prices the way they are nowadays, motels, hotels, restaurants, all of that, the cost is astronomical for a lot of family that could go for, frankly, a fraction of that to one of the nice Flying B, they could go to a number of wilderness oriented facilities where they would go get five star treatment and a wilderness experience.",aviation;wilderness
Maurice Hornocker,[00:35:44:04],00:36:36:14,"So I, I don't buy that accessibility thing. I think it's television. And today's young families are so tuned to modern entertainment mode that Disneyland has that appeal. And I use Disneyland as an example. There are a lot of other amusement parks and all that stuff, you know, the beach then I know, but I the the people who will seek out the an outfitter, a tourist hospitality business that can provide that they'll find that has a lot expensive than than going to to well Disneyland.",
Maurice Hornocker,[00:36:36:16],00:36:40:23,Yeah but I get your point I understand.,
Jack Kredell,[00:36:41:00],00:36:42:03,I get.,
Maurice Hornocker,[00:36:42:05],00:37:03:06,"Like, a lot of young people don't want to go into the backcountry. They don't want to go back there when they can go to the beach or go to Disneyland and get Big Macs and all that stuff. It Yeah, yeah.",
Jack Kredell,[00:37:03:08],00:37:14:02,"We all have a stake in it. You know, we're we're all it's public. It's held in the public trust. I don't think a lot of people know that.",
Maurice Hornocker,[00:37:14:04],00:37:16:06,No.,
Jack Kredell,[00:37:16:08],00:37:34:03,We're so attached to privacy and privatization. We like we don't have the language for public for commons for now. You know what I mean? Yeah.,
Maurice Hornocker,[00:37:34:05],00:38:10:14,"That leads to another issue with public lands and all is grazing leases. They're bought and sold on the market just as though they were private ground. Lake Ranch is on the market for 25 million. They're advertising it as a 800,000 acres. Well, there's 50,000 acres of deeded land. The rest is all grazing leases, BLM and Forest Service, and yet they're bought and sold as as part of the real estate deal utilization.",
Maurice Hornocker,[00:38:10:16],00:38:50:09,"Got to utilize these land. Well, cattle are the biggest, biggest environmental culprit in the western, dry, arid western United States that we have. They trash every area that they they graze and most of these guys will over graze their grazing lease, government grazing leases for a dollar 35 and a other. The government touts the CERP program, which is wonderful, as a carbon sequestration program.",government
Maurice Hornocker,[00:38:50:11],00:39:29:21,"It and trampled grassland and vegetative land soaks up tons of carbon. It it's a beautiful program. That's true. The Biden administration has has often cited they want to sequester this carbon. They are support programs. And do they have an opportunity right now for a pittance to buy up aging ranchers grazing leases? They and people will say, they won't sell those.",
Maurice Hornocker,[00:39:29:23],00:39:56:00,"The average age of a rancher in the western United States now is 67. His kids are in Los Angeles and Chicago and New York. They're not going back to that dusty old ranch. They've heard their folks complain about government, the Forest Service, BLM, the markets drove all of that all their life and they struggle. They're not going back to that.",government
Maurice Hornocker,[00:39:56:02],00:40:29:05,"They don't want it. Those old folks would sell. They did in the White Clouds. They did in the ... He's and they would anywhere if you offered them enough money you own a home that's worth appraised at 400,000 and you don't want to sell it. But I can buy and I'll say I'll give you 650,000 for it. You'd think about it and they could take the cattle off most or a big percentage of the Western landscape.",
Maurice Hornocker,[00:40:29:07],00:41:02:10,"And it would just simply carbon sequester it. It'd be the cheapest sequestered program they can do. No infrastructure or no nothing, just keep the cows off. But that wouldn't go anywhere. My god, it's a way of life. But it would work. And and I know because I know enough ranchers, I know enough that are ready to quit Texas.",
Maurice Hornocker,[00:41:02:10],00:41:14:04,"I know quite a number because it's all private land down there, but I know quite a few here. They'd sell it. They'd sell that debt. That's their retirement fund.",
Jack Kredell,[00:41:14:06],00:41:22:17,"Well, the Bundys would call that socialism, even though they're grazing their cattle on public land for a pittance.",
Maurice Hornocker,[00:41:22:19],00:41:38:15,"Well, the old guy, I don't think, still paid anything. Let's talk about government bungling. well, yeah.",government
Jack Kredell,[00:41:38:17],00:41:58:18,"Before we end it, are there any memorable encounters or experiences you had at Taylor that come to mind or that returned to you? The animal encounters or just moments of Zen, as you've called them or anything like that that sticks out to you over the years?",
Maurice Hornocker,[00:41:58:19],00:42:31:07,"Yeah, there are, there are several, encounters with cats and ledges and caves and trees because we really didn't know, you know, I had little experience. They didn't know what to expect. And cats could have attacked us on a number. Both Wilber and I, on a number of occasions had they chose to, but they wanted to get away.",
Maurice Hornocker,[00:42:31:13],00:43:09:12,"So all they wanted to do. But there's one incident with the dogs and with Wilbur that that is fresh in my mind that will never go away. See, we tracked the cat out of Rush Creek and where we're was a little reluctant to turn loose on it because he couldn't judge. How old it was. And Rush Creek is really.",
Maurice Hornocker,[00:43:09:14],00:43:45:22,"But we turned loose up there under the tower, and it went down to the mouth of Rush Creek, crossed Big Creek, went three quarters of the way up Horse Mountain, angled around into Cliff Creek and over. And we found one of the dogs after dark over on the ridge into Gold Creek. So we went dropped off into Taylor Ranch for the night and got up early and went back up on the ridge the next morning and found the other two dogs that had had treed a cougar.",cougars
Maurice Hornocker,[00:43:46:00],00:44:18:19,"But we're off on a cliff and and had to go off a cliff with a rope to get the dogs off that cliff. But we marked that cougar and but Little Red was gone, his favorite. And we tracked him off into the Gold Creek and up on the dense creek ridge, still no red and dark. So we got back to Taylors, and Wilbur figured he was gone.",cougars
Maurice Hornocker,[00:44:18:21],00:45:04:10,"So we spent all the next day tracking that country and didn't find his track. And Weaver said either a cougar scaled him or is run off a cliff. But we got up the next morning and he said, Well, let's go down and make one more look. In the early years, the first year, Wilbert established a camp at the Mouth of Dance Creek and just a sleepover camp because we didn't have facilities at Taylor that first winter, but we did at Cabin Creek.",cougars
Maurice Hornocker,[00:45:04:14],00:46:06:02,"But anyway, we, we went down and, and no tracks on the trail, nothing. And we approached that old campsite and here comes red bounding out of the creek bottom, barking his head off at us. And, you know, he didn't recognize. Sorry. But then he got our way and. And here he comes running. I still can't tell it without doing this.",
Maurice Hornocker,[00:46:06:04],00:46:51:04,"It was just... so the bond was so strong and, well, Wilbur cried. What damn wind in my eyes. And I'm glad he did that because that helps me break it, you know? But I'll never experience a feeling in my life. Haven't and won't. A feeling I had for an individual and his friend. It was just too much.",
Maurice Hornocker,[00:46:51:05],00:47:22:22,"Yeah, I've had those moments. Nothing like that with dogs I've had to put to sleep. friends, you see several of them here. They're back here under the cottonwoods and across the creek and graves over there. And you, you know, when you get them that that day is coming. But, you you're never quite ready for, like, a family member.",
Maurice Hornocker,[00:47:23:00],00:47:55:04,"But that was the most powerful moment I had. And and in all the years of that work, it just surpassed anything else for the work, the cats or anything else that's just seared into my soul. That's the kind of person he will.",
Maurice Hornocker,[00:47:55:06],00:48:04:22,Yeah. And he didn't want to go the way he did in bed at the facility. He wanted to die back at the cabin.,
Jack Kredell,[00:48:05:00],00:48:08:05,101. Right. Pardon? He was 101.,
Maurice Hornocker,[00:48:08:07],00:48:50:04,"103. Yeah. Yeah. And he was, you know, he gardened and everything right up to a hundred and, and love that, that cabin and love Big Creek and. But we, we don't always, always choose everything we want. He wintered in Arizona. He had drive down there two days every year close the place that big creek that last year he was failing.",
Maurice Hornocker,[00:48:50:04],00:49:08:18,"So when he was 100 or approaching a hundred and I offered to drive him down and he said, no, how would you get home? And I said, you just take me to Phoenix, and I could fly home. no, no, no, no. I'll make it. I'll it. Well, he always called as soon as he got there.",
Maurice Hornocker,[00:49:08:18],00:49:43:07,"Well, I didn't get any call and I said to Leslie, my wife should not like him, not to let us know he's there. He made it there two days later, and I was all packed up to go birding in Montana. And the phone rang and it was the hospital in Ely, Nevada. Wilbur drove -- driven the end of the night and went off in a construction site access road and smashed into the back of a big truck.",
Maurice Hornocker,[00:49:43:09],00:50:13:01,"And he was in the hospital in Ely and he should have been killed from the looks of that car. So I went down and got him and brought him up and, he stayed with us. We have a place over in Eagle where we spend the winter near Eagle, and Wilbur spent a month with us until an opening opened up at a VA.", 
Maurice Hornocker,[00:50:13:03],00:50:43:11,"And we got him in there and. And there he was there until, he the Well, I'm skipping some here. Went into a rest home and and, he was up and around, got early, get a shower himself and come out to the mess hall or, or dining room and all. But he wanted to go back and spend some time at Big Creek.",
Maurice Hornocker,[00:50:43:11],00:51:16:05,"And I objected to it because I could see that it wasn't safe for him in that old cabin and he had to have a walker. But he prevailed and his friends all supported it. So he went back and the first night he fell and and cut his ankle severely. Well, I flew in there and took him immediately. And an infection had set in just literally overnight.",
Maurice Hornocker,[00:51:16:07],00:51:43:06,"The leg was as red as blood and swollen and all. So I took him into McCall and and they pumped him full of antibiotics and all of that and wrapped him up and everything and said, you know, it's okay, but you can't get around. So we drove back in the Big Creek and I said, Wilbur, I think we should go.",
Maurice Hornocker,[00:51:43:15],00:52:16:03,"no, I'll be alright. He couldn't get up the next morning, could couldn't move. So I called the LifeFlight and brought him in. And then we started he got him into they they he said, you have two options here. We can amputate that foot and stop that infection or let it go and it'll it'll spread in your system and you'll die.",
Maurice Hornocker,[00:52:16:05],00:53:11:00,"Well, he elected the bladder. He didn't want his foot cut off. The thing healed up. It astounded, it astounded the V.A. doctors. They couldn't believe it. But anyway, it got him into the V.A., into the hospice, and, and that's where he died. He never got out of bed after that. And it was sad, sad to see He he could still be alive if he hadn't gone in the Big Creek, if he had a you know, because he he was so vigorous even at that age.",
