speaker,timestamp,End Time,words,tags
Holly Akenson,[00:10:22:11],00:11:03:05,"Yeah, I think that's one of the hardest things about leaving there, leaving the backcountry in Idaho is that it's almost like a nature addiction that we just had such a strong desire to be in a natural environment, and that was difficult to leave that and being more of a rural environment, just the changing seasons and intimately knowing a small area in the wilderness and knowing what the seasons were going to be like and and what animals were there and what the plant phenology was going to be.",wilderness
Holly Akenson,[00:11:03:07],00:11:11:14,It was a very close connection to nature that is difficult to find in most environments.
Jim Akenson,[00:11:11:16],00:11:41:06,"And a close connection to the seasons. And seasons change, and that's something that I haven't felt as much here as we felt there. And, you know, I remember always looking forward to summer being over, even though from a job responsibility standpoint as manager scientists at Taylor Ranch, you know, that's where we did a lot a lot of what we did with students occurred in the summer, but it was just intensely hot.",
Jim Akenson,[00:11:41:08],00:11:54:11,"Days were long and it was I don't know, there just wasn't as much peace and tranquility of mind as there was like, say, in the middle of winter or those shoulder seasons.",
Holly Akenson,[00:11:54:13],00:12:18:16,"So I think that was part of the the fun of the diversity of seasons. It wasn't just the diverse seasons on the ground in nature, but also what our responsibilities were, whether it was our own research in the winter or intensive socializing in the summer with a lot of student programs going on each season, I think we look forward to for different reasons.",
Jim Akenson,[00:12:18:16],00:12:22:05,"Yeah, that's a good way to put it. Yeah.",
Jack Kredell,[00:12:22:07],00:12:28:03,So does that mean that you miss the days of removing ice from the water intake?,
Jim Akenson,[00:12:28:05],00:13:06:15,"You know, that's just all part of the program. There was frustration associated with that day in and day out, rudimentary basics. But on the other hand, it also denoted self-reliance. That I think is sorely missed in today's culture that, yeah, well, we can fix that and go on with things. We've got other things to do. And you had to operate at a higher level of, again, self-reliance and capability to resolve situations.",routine
Jim Akenson,[00:13:06:17],00:13:30:16,"And I do miss that. And it just was a little bit of a stepping back in time to Idaho Frontier Times, in a way. Although getting the mail flown in once a week sort of diminished that aspect. Then on the other hand, it was pretty nice too, because it kept us in touch and kept us supplied.",aviation
Holly Akenson,[00:13:30:17],00:14:02:12,"And those basic life chores just to make sure we had running water or our power really connected us with our backcountry community, which we really value to this day. Our backcountry community were other people who lived in similar places to Taylor Ranch, probably ten different backcountry ranches or facilities in the winter time expanded more to maybe 20 in the the summer time.",community
Holly Akenson,[00:14:02:14],00:14:28:20,"But we connected with those people and we helped each other. They helped us, we helped them. We maybe just talked to them on the radio, got advice, gave advice. But it was our connection with community because even though we were working for university of Idaho, our day to day relationships were with the people that were chopping the ice out of their water box.",community
Holly Akenson,[00:14:28:22],00:14:47:23,"The same day that we were. And so we may have had very different political views or educational backgrounds, but those were our friends and people that we really bonded with because we shared that lifestyle. And that was really special.",
Jim Akenson,[00:14:48:01],00:15:16:19,"Yeah, whether it was forest fires and what the where they were going next or earthquakes. And did you feel that that was all communicated on this backcountry radio network and and that was the glue that pulled together our community and really our our culture and something that we're trying to capture now through possibly a book, at least an essay of people's backcountry radio experiences.",wildfire;community
Jim Akenson,[00:15:16:19],00:15:45:12,And we're communicating with several people who lived through a similar time period in the Idaho backcountry zones and and to tell some stories of interest from their backcountry radio events to capture that because it's it's it's already gone. It isn't what it used to be now that there's satellite Internet capability throughout the backcountry.,community
Holly Akenson,[00:15:45:14],00:16:11:21,"Yeah that that connection is missing. There are people on the main Salmon River still have it because they interact directly, but we were so far from our nearest winter neighbor was 21 miles away and they were actually on a different channel on the backcountry radio. So our relationships with people were totally tied with radio and not on the ground connections.",community
Holly Akenson,[00:16:11:21],00:16:37:18,"And the after the first period we were at Taylor Ranch, we did a big pack trip to leave Taylor rather than fly out with our stuff. We took our horses and mules and we made a 175 mile pack trip and we rode the whole backcountry and visited all these people, most of whom we'd never met. But we talked to them on the radio a lot, so we had relationships with them.",community
Holly Akenson,[00:16:37:18],00:16:52:03,But we hadn't physically seen them or been to their places. So that was really a neat way to to leave the backcountry and connect with all of those people that had been an important part of our lives there.
Jim Akenson,[00:16:52:04],00:17:45:10,"And I guess to clarify on that, we had two tenures at Taylor Ranch. One was the first one was 1982 to 1990, and we were away from 1992 97. We went back in 97 and were there until 2010. So basically 21 years of full time residents there over 28 year period. And we saw a huge transition. In fact, that became, I guess, a fundamental theme in the book that we wrote titled 7003 Days in the Frank Church, where No Return Wilderness was the transition from the old ways of Idaho to basically the new ways which came about, I would say really distinctly in about the year 2000 coming forward.",growth
Jim Akenson,[00:17:45:10],00:18:23:10,"So we, I would like to think had half of our time, maybe a hair more in old Idaho and then the other ten years were in what would be categorically New Idaho, which was I guess I won't say dominated by but influenced by electrification of Taylor Ranch Field Station and also Internet communication capability, which ultimately brought about kind of the demise of the backcountry Radio in that closeness of community, which we had felt during earlier times.",community;growth
Holly Akenson,[00:18:23:12],00:18:53:20,"It also made it more difficult to focus students on the environment because they would have an opportunity to either be on the Internet or watch videos, whereas in our earlier tenure there was nothing to do but go fishing or read a book or go hiking. And so all of the extracurricular activities were still tied with getting out into the wilderness.",wilderness
Holly Akenson,[00:18:53:21],00:19:13:04,"And so once we had that Internet access, we actually had to limit it to encourage students to continue to enjoy what was there in the in the wilderness and not focus on what they might be doing if they were in Moscow.",wilderness
Jack Kredell,[00:19:13:05],00:19:26:23,"And talk about how that that old Idaho, in terms of the stuff, the backcountry community and backcountry knowledge helped enable a lot of the science that was done early on in Taylor.",community
Jim Akenson,[00:19:27:00],00:19:58:11,"Yeah, I guess in to get to the root of that, I think it's important to go to some of our initial contacts when we first went to Taylor Ranch in 1982, and then that being Maurice Hornocker and Ed Krumpe, who was our supervisor at the time, both those two felt it was important that we maintained horses and mules, for instance, to help facilitate the research and handle the logistics of the backcountry.",
Jim Akenson,[00:19:58:11],00:20:47:04,"And the Maurice took it even deeper by suggesting that using those old ways helped with our acceptance in the backcountry that, you know, if we did things like pack mules and ultimately put up with a mule team, for instance, we were in we were we were part of that backcountry nucleus, which I think as time went on, we really not only embraced it, but saw the truth in it that that was really, I think, what gained us a lot of acceptance in the backcountry, not to mention the capability to put out fairly major wall tent camps to conduct wintertime cougar research and bobcat work and those sorts of things.",cougars
Jim Akenson,[00:20:47:04],00:21:14:08,"It it it was practical and it was philosophical. And it was also, I think, a testimony to living history. And in there, you know, and Ed Krumpe was very big in supporting that, you know, through the eighties with how we conducted how we did business there. And we built a barn, we put up hay with the mule team.",
Jim Akenson,[00:21:14:09],00:21:45:04,"We brought in all our firewood with either mule power or human power in some cases. So it it was important. And I think that there still is that element there at Taylor Ranch in the Field Station, but it needs to be reinvigorated again. And it certainly can be. It's like your chairs falling.",
Jack Kredell,[00:21:45:04],00:21:52:06,"And, you know, I love that scene in the book when you guys bring in a, quote, mule skinner.",
Jim Akenson,[00:21:52:15],00:21:54:04,"Oh yeah. Yeah. You know, yeah.",
Jack Kredell,[00:21:54:06],00:21:55:18,And outside consultant.
Jim Akenson,[00:21:55:20],00:21:56:11,Right.
Holly Akenson,[00:21:56:13],00:21:58:04,So yes.
Jim Akenson,[00:21:58:06],00:22:01:11,"Yeah. Important. Yeah, that was important in the early eighties.",
Holly Akenson,[00:22:01:12],00:22:21:03,"And well, the other thing that I think is interesting is thinking back on when we were first there, how different the communication was because like Jim said, Ed Krumpe was our supervisor and I doubt we communicated with him more than once a month, either a.",
Jim Akenson,[00:22:21:03],00:22:21:11,Letter.
Holly Akenson,[00:22:21:11],00:22:26:18,Quick call on the backcountry radio or a letter sent out on the mail plane.
Jim Akenson,[00:22:26:18],00:22:36:02,And the backcountry Radio was totally public. So you didn't go into much specific business or personal detail. So it was pretty much by letter.
Holly Akenson,[00:22:36:02],00:23:01:21,But there was a good trust between Ed Krumpe and us that he knew we were out there doing our job and we didn't really have that much communication back and forth. Now I just think about that and think of how unusual that would be to have somebody that's hired that you don't ever hear from that has such little contact.
Jim Akenson,[00:23:01:23],00:23:35:11,"And I think that there were some researchers that were involved that Taylor in those early eighties years, 82 to 85, that were important influences on us as well. Gary Koehler's bobcat research he did for his dissertation through Maurice Hornocker That was an important one because it carried on that tradition at Heritage of how you conduct winter research business in that environment, with the use of the stock wall, tents, food stored in garbage cans, all of that.",legacy
Jim Akenson,[00:23:35:13],00:24:07:03,"And then Frank Hardy's archeology anthropology work, looking at the subsistence lifestyle patterns of the tactics of the sheep or Indians on Big Creek, that was just like being in a National Geographic special where day in and day out we would have some contact or involvement with the crew that was doing the excavation just to half a mile downstream from Taylor Ranch to look at these house pits and what artifacts could be found there.",indigenous
Jim Akenson,[00:24:07:03],00:24:24:07,And also speculating how these people would have lived in that environment. So very major influences on us and how we viewed the type of learning experiences that could be conducted from that that site looking into the future.
Holly Akenson,[00:24:24:09],00:24:53:20,"And I think for me, one of the things that I really liked about being tied with a small field station is the opportunity to learn from everybody who's doing research or classes. There. And we definitely took advantage of that and went out with people on their field excursions or we had our students go with various researchers and and learn and experience the various aspects.",
Holly Akenson,[00:24:53:20],00:25:31:18,"But it really brings together the connectedness of different research projects. And we saw that kind of collaboration with some of the research, particularly in the stream ecology side of things that geologists would collaborate with fish biologists and aquatic invertebrate biologists and people looking at stream morphology and coming together and spending time camping together and talking together about what everybody found and how does it interrelate.",creativity
Holly Akenson,[00:25:31:18],00:25:43:05,And I really thought that was really a special opportunity to be tied with multiple research projects and learning about all the different facets.
Jim Akenson,[00:25:43:07],00:26:11:04,"So and I guess I would add to that the social site for that transfer of information in the eighties anyway, perhaps the late nineties was the barbecue pit, the same pit where Dave Lewis had entertained his clients in the 1920s and thirties and just Taylor in the fifties and sixties. That's where everybody would get together and transfer that information in.",creativity
Jim Akenson,[00:26:11:06],00:26:48:03,"And actually that's the same barbecue pit where the governor at that time, Governor Baldrige and Forrest's upper echelon and Dave Lewis got together and talked about the need for establishing the Idaho primitive area. And that would have been in the early to mid twenties. So that is a very significant site. And I think if you were going to have a you talked about using pins on places that are important, the barbecue pit, the Taylor Ranch is the hub of transfer of information that spans now greater than a century.",government
Jim Akenson,[00:26:48:05],00:26:54:03,So a real significant point.
Jack Kredell,[00:26:54:05],00:27:01:01,"Yeah, it sounds like all the research done at Taylor is interdisciplinary in nature.",
Jim Akenson,[00:27:01:03],00:27:21:22,"Really is and to me, I think that's its strength and will be not just in the past or now, but into the future, is that blending of scientific thinking and approach to environmental problems and solutions, Basically",creativity
Jack Kredell,[00:27:21:23],00:27:57:06,"Yeah, that seems important now. Yeah, because in the foreword to your book, Maurice quotes Aldo Leopold to the effect that the landscape for the land is an organism. And you guys were at Taylor, I think the year that Idaho reintroduced Wolves not too far from Taylor. And I'm wondering if you can talk about the change to that organism that occurred, as a result of the reintroduction.",wolves;
Holly Akenson,[00:27:57:07],00:28:04:21,So we move back to Taylor Ranch Research Station in 19.
Jim Akenson,[00:28:04:23],00:28:06:07,"97.",
Holly Akenson,[00:28:06:07],00:28:36:12,Seven. So it was a couple of years after Wolves had been reintroduced in central Idaho. And that was actually one of the big reasons we wanted to go back as wildlife biologists. We wanted to study that relationship. So originally we thought we would start studying cougars because there had been three previous cougar research projects and we wanted to be prepared for when wolves moved into the cougar territories,cougars
Holly Akenson,[00:28:36:14],00:29:19:23,"As it turned out, the very year we started to do our research, the Wolves arrived on Big Creek and so we initiated a study of cougars and wolves, and we saw some fascinating changes, particularly those first few years after wolves populated the area. There were significant changes in the ungulate population, particularly elk. We were collecting information on the carcasses of the animals that were killed by cougars and wolves and found that that population of elk was quite old.",cougars;wolves
Holly Akenson,[00:29:20:01],00:29:34:06,And so there were really a lot of older aged animals suddenly being killed by wolves. It was different than when cougars were the only the only big predator that was back there,cougars
Jim Akenson,[00:29:34:08],00:29:40:09,We take a break for just the second. I've got to go to the bathroom and I'm going to get her to shut up.
Jack Kredell,[00:29:44:07],00:29:55:18,Okay. So we were talking about changes to the landscape as as a result of the reintroduction of more light.
Jim Akenson,[00:29:55:20],00:30:31:21,"And I guess I would say in regards to that, I wouldn't really say the landscape as much as the occupants of the landscape, the other animals, and there was quite a bit of effect, particularly as the years went by, the wolves became, well, basically asserted their dominance and became more numerous. We had this phenomena which really complicated that assessment and our research in that at the same time wolves are gaining momentum and increasing in number.",
Jim Akenson,[00:30:31:23],00:30:52:08,"We had this massive wildfire, so it was kind of hard to sort out is the effect of what's going on related to the fire or is it the wolves or is it a combination of the two and, you know, I guess our focal species that we were looking at to get at that question was cougars, was, mountain lions.",cougars;wildfire
Jim Akenson,[00:30:52:10],00:31:30:17,"And they certainly were affected by both those entities. The fire, in terms of how it affected the prey base, the prey species, but they they were having a struggle and then you put wolves in on top of it and I just think it really affected cougars adversely. So now it'd be interesting to look at that same situation now that there's been an element of reduction in wolf numbers through hunting and cougars have had the opportunity to adapt to living with wolves.",wolves;wildfire
Jim Akenson,[00:31:30:19],00:31:42:05,It's it's it's dynamic. It's always in a state of change. And that situation we saw it out was certainly different than the situation of today.
Holly Akenson,[00:31:42:07],00:32:28:01,"Well, I think that that's really the big message that we learned personally and professionally is the dynamics of of a wild environment that is, you know, Maurice Hornocker had also quoted Aldo Leopold about the stability of an ecosystem and coming back to a stable state. But it's the dynamic aspect that really, I guess you could call it stable or you could call it not stable, but things change and different aspects influence other aspects and they may not come back to the same normal that there was in the past.",
Holly Akenson,[00:32:28:03],00:33:10:09,And we had one of our favorite data sets that we looked at was the long term change in ungulate populations over time. And we used a variety of sources for data and looked at relative abundance of deer and elk and bighorn sheep and moose and mountain goat. But we started with the dataset from the from the sheep beta Indians with information that was collected from the archeologists from these house pit sites of what the proportion of species in the bones that were found in these sites.,indigenous
Holly Akenson,[00:33:10:11],00:33:40:22,"And early on and 2000 years ago, bighorn sheep were the predominant species in lower Big Creek, and that's what the Indians were eating, also some deer. And then we move forward in time and and use the diary from the Caswell brothers who had homesteaded on Cavin Creek around 1900. And they kept a daily diary of what they shot and what they ate and what they poisoned.",indigenous
Holly Akenson,[00:33:40:23],00:33:54:05,And so we got a good sense of what the relative species abundance was at that time. And at that time it was primarily deer with probably bighorn secondary and rare for elk.
Jim Akenson,[00:33:54:07],00:33:56:10,"And rare for wolves, which was rare.",
Holly Akenson,[00:33:56:10],00:34:46:02,"For wolves. They would mention hearing wolves, but not really talking about packs of wolves. But they were very busy killing cougars with poison and sometimes killing their own dogs with their poison. And then coming forward in time, we had some Forest Service and Idaho Fish and Game game counts from the thirties and the forties in the fifties and we were able to then plot that and then Maurice Hornocker's research data from the sixties and seventies and Idaho Fish and Game and our own research into the future and from there and we saw that there was a dramatic change in the relative species abundance between the different species and there were several things that probably drove",cougars;wolves;
Holly Akenson,[00:34:46:02],00:35:11:18,"them. Some of them were human affected related to hunting, and some of them were natural changes in the environment. So that that whole story of the dynamic equilibrium is it was just fascinating to see in the wilderness when you can actually look at large ungulate populations over time like that.",wilderness
Jack Kredell,[00:35:11:20],00:35:13:20,That's quite a dataset.
Jim Akenson,[00:35:13:22],00:35:14:20,"Yeah, Yeah.",
Holly Akenson,[00:35:14:22],00:35:30:19,"It's a very unusual. But you know, the, the pieces kind of fit together and I think they're reasonably accurate about what was actually happening on the ground. But yeah, so different different sources.",
Jack Kredell,[00:35:30:21],00:35:46:11,"Yeah. And it seems like Taylor is essential to maintaining continuity between these extremely diverse datasets that, you know, maybe a modern research institution can't really accomplish.",
Holly Akenson,[00:35:46:14],00:35:47:07,"Yeah, right.",
Jim Akenson,[00:35:47:07],00:36:22:02,"Well, it sort of epitomizes a natural history baseline and with a lot of emphasis on both nature and history. And that is extremely unique. And it could be that Taylor will reach its own prominence that that role that probably deserves from either terrestrial environment as time goes on. And climatological data, you know, we maintained a weather station for all the years we were there spanning again that 28 year time period.",
Jim Akenson,[00:36:22:04],00:36:35:11,"And now it's done in an automated, automated manner. But it's all really valuable as we look at things like the effect of climate change.",
