speaker,timestamp,End Time,words,tags
Janet Pope,[00:13:49:00],00:14:12:03,"And that's the way I see people in the backcountry. And I hope and I think that's the way the student feel when they come in here, because they'll be one project going on and another. Stu, can I go with you today? And then all this you know, transfer of of knowledge goes on. So I think one of our biggest projects, of course, was the Cabin, and I practically lived in here at that time.",community
Janet Pope,[00:14:12:03],00:14:34:20,"So and we had the students helping to the interns that summer. So that was a big experience. But I think I think programs happening in here that I've helped maybe give some dollars to that happen, you know, semester in a while was something we all kind of got on the ground floor of. Now it's self-sufficient, so that's cool.",
Janet Pope,[00:14:34:21],00:15:06:07,"I always thought that the projects that we would the Devlieg Foundation would pay for, I just do it for a couple of years and then somebody jump in. But we haven't had that guy jump in yet. So we're still looking for, you know, substantial funding and I decided one day with the foundation that they needed money here to support the everyday things that are happening here with the cost of the maintenance sky and flying in and materials.",aviation
Janet Pope,[00:15:06:09],00:15:29:10,"So my foundation gave us substantial start in a substantial endowment. And then the other lady that has supported Taylor way before me was Claire Blake, and she lives in Minnesota and she's much older now and can't come out, but she ended up giving the same amount. So we we have an endowment now that's and it's not in our names or anything.",
Janet Pope,[00:15:29:10],00:15:57:18,It's called the Taylor Operational Endowment and anybody can give to it. So I think that's helped keep the place together because there have been a lot of threats of having to close it down because of budgets with the University of Idaho. And and that that would just break my heart. So if I work harder at trying to make make things happen here.,
Jack Kredell,[00:15:57:20],00:16:00:00,That's good. Is that a good that's great.,
Janet Pope,[00:16:00:01],00:16:01:16,You can put these in some sort of order.,
Jack Kredell,[00:16:01:18],00:16:05:07,Yeah.,
Janet Pope,[00:16:05:09],00:16:07:19,So things that have happened or.,
Jack Kredell,[00:16:07:19],00:16:08:00,Yeah.,
Janet Pope,[00:16:08:03],00:16:29:03,"Following the the students. Okay. So I think the other thing and it hasn't been that way in the last few years because I've been involved with my own life and stuff, but I still support projects and, and, but at the beginning when the students come in here and do the undergrad, I mean, I would follow them on the trail.",
Janet Pope,[00:16:29:08],00:16:49:09,"I would I would find out what they're doing. And I always had them report to me and, and actually had some of them come to our meetings wherever they were, because we used to have our foundation meetings in some really fun places like Estes Park and things. So anyway, I always think that the students were thrilled that somebody was interested.",
Janet Pope,[00:16:49:11],00:17:17:13,"I've always tried to come in and be interested in the project, whatever they are, and I'm sure it just makes them feel great that somebody is following their their career, whether it's something they finish back at U of I or it's just a summer project. I have followed all the students for years. It's very fun for me to be personal with them.",legacy
Jack Kredell,[00:17:17:14],00:17:38:23,"Can you talk about this? This is maybe a tough one, but, can you talk about your your vision for Taylor?",
Janet Pope,[00:17:39:06],00:17:40:17,boy. Goes on forever.,
Jack Kredell,[00:17:40:20],00:17:57:22,"What do you want for Taylor's future, or what would you like to see?",
Janet Pope,[00:17:58:00],00:18:30:13,"Well, my vision for Taylor and it's been this for several years, the Jim and Holley Ackenson, as they were biologists in their own right. So they had a lot of great ideas for the for the ranch. And there were three things that we worked on. And I think we need to continue to work on is research here which involved people and what better way to get people involved in the wilderness than to have a project.",creativity
Janet Pope,[00:18:30:15],00:19:07:09,"There's so there's the undergraduate programs that help enlighten young people to what could be done in here, brings a professor in that a lot of times it starts with the professor and then they find the student. So to educate the undergrads to what's going on here. But there's also serious research that has been done in the past with Maurice Hornocker, her and the Cougar studies that are world renowned studies and I really think it's important to get those kind of have those studies continue to happen in here.",cougars
Janet Pope,[00:19:07:11],00:19:28:14,"We have a chance to have world class education or research in here, and we I think we need to work. That would be a vision that I would have to continue to have graduate work in here versus always a struggle with the Forest Service to be on the edge of wilderness and be able to touch and work on their land.",wilderness
Janet Pope,[00:19:28:14],00:19:48:18,"You know, a lot of times and you have to work with fish and game on them. So I understand all that. But there's the third element is the ongoing continuing research of a project. Like we have had a vegetation study in here from a professor at U of I that's gone on for 25 years and those are very important in the research field.",
Janet Pope,[00:19:48:18],00:20:21:14,"And I learned a lot of this from just being involved with what could be done in here. And I see some of that slacking a little and I see a lot of chances here for really serious education, research, education in here. So that would be my vision to make this a world class research place and at the same time involve people to have these experiences, whether they're big, smaller, little.",
Jack Kredell,[00:20:21:16],00:20:23:23,But no good.,
Janet Pope,[00:20:24:01],00:20:24:15,Yeah.,
Jack Kredell,[00:20:24:17],00:20:26:05,That was my first segment.,
Janet Pope,[00:20:26:07],00:20:41:12,"That's what we that's what and I used to do the website form here, you know, that's what were our three, that was our three things of it we wanted those is our circle of things for undergrads with ongoing research.",
Jack Kredell,[00:20:41:18],00:20:51:19,"Yeah. Janet I mean, sometimes you paint yourself as just like Justin supporter or donor, which you're not. I mean, you.",
Janet Pope,[00:20:51:21],00:20:53:05,"Know, I'm hands on here.",
Jack Kredell,[00:20:53:09],00:21:17:13,"I know you've, you've got your hands dirty. I know. Do you have any stories about just like working here with Jim and Holly or just, just doing stuff? Anything come to mind? I mean, you've, you know, poured your heart and soul into this, but yeah.",
Janet Pope,[00:21:17:15],00:21:46:08,"Well, some of the experiences that I've had here are wonderful as far as wildlife is concerned. And I really came here with my husband at the time who was doing the game surveys for Idaho, a fishing game. That's how I came here in the first place. So I hung out with a lot of biologists and I actually drove the fuel truck, which didn't involve Taylor Ranch, but I got to come in here and hang out while he was fine and that kind of thing.",wonder
Janet Pope,[00:21:46:08],00:22:13:10,"So I got quite involved with wildlife and elk surveys, bighorn sheep, wolf. I would hang out here and they they can since had a mule that died and they used it for a game camera and to capture a wolf because they were certified with the Colorado. So here I am holding a wolf head, you know, and just happened to be coming by.",wolves
Janet Pope,[00:22:13:10],00:22:29:18,"And I get to experience it's like that, you know, and Holly was always great to take me up on the Hill and set me on a rock. And and we had a study in here once with rattlesnakes. And in the winter you had to sort of monitor there if they're still alive and they have put tags on them.",
Janet Pope,[00:22:29:18],00:22:49:03,"And I learned all about that. And we were sitting there once and counting how many, you know, clicks that I guess, you know, I learned just enough to be dangerous on all these studies. I don't necessarily know what I'm doing, but we were monitoring them and counting them. And I said, Well, now are we going to go find the snakes?",
Janet Pope,[00:22:49:03],00:23:10:17,"And she said, Well, you're sitting on their den right now. So, you know, I had a lot of they just throw me in to things and I was always game to because I just love I love being out out in the woods. And I, I love wildlife and I just want others to learn about it. So I've had a lot of opportunities here for just being here.",
Janet Pope,[00:23:10:18],00:23:35:15,"And I'm very privileged. I think. And I don't think there's any other donor -- If you want to call me a donor, that would have bother with those kind of experiences or be friends with them enough to hang out and want to hear what everybody's doing. And that's I guess that's what I did. And it's been a love that really has itself.",
Jack Kredell,[00:23:35:17],00:23:43:14,"Growing up in in suburban Michigan, what brought you out here to Idaho?",
Janet Pope,[00:23:43:17],00:24:06:05,"Yeah. Okay. So when I I'm actually from Detroit, I always tell people that to scare them. You know, Detroit's quite a it's not really it was a nice suburb. And my parents, of course, had that business there in town. But my dad always was she was a forest ranger and he had to run this machine tool company because he was responsible.",
Janet Pope,[00:24:06:05],00:24:31:20,"And that was a big company. And I eventually ended up working for the company for 15 years. I was there, became their advertising manager, so I was in graphic arts. We had a cabin up in northern Michigan, halfway up, up the thumb, they say, and we just loved it. It was a log cabin and we planted trees and that was where my family's heart was, was in the woods.",
Janet Pope,[00:24:31:22],00:24:55:14,"And I always loved to camp. I floated every river in Michigan, had a couple bottle of wine when I did it and just love being out-of-doors and camping and so when I had a chance to buy some property in Idaho, my girlfriend moved out here and I came flying out that night with my first husband at the time and we just bought it overnight.",aviation;water
Janet Pope,[00:24:55:18],00:25:20:05,"It's 1300 acres on the on the lower salmon up 5000 feet. And you've got the river down below. I'm I'm in heaven. I mean, I have the best of every world on I, I love the ranch, although I live in town so I just can't get there in the winter. So but I guess it came from my family really.",water
Janet Pope,[00:25:20:06],00:25:35:14,"Even though we were industrial people and building machines, my heart again, was always in the woods. I've always enjoyed it. So I don't know if that helps you.",
Jack Kredell,[00:25:35:14],00:25:38:23,I'm just trying to understand it.,
Janet Pope,[00:25:39:01],00:25:51:22,You're making me dizzy. It's probably the wine is.,
Jack Kredell,[00:25:51:23],00:25:54:16,Do you think of Taylor as your as your legacy?,
Janet Pope,[00:25:54:23],00:25:57:21,"yeah, that I say that. Yeah. I thought I tried to.",legacy
Jack Kredell,[00:25:57:23],00:26:13:15,"You did, but I mean, yeah, it just seems like, in a way, the most important thing in your life. Yeah. Yeah.",
Janet Pope,[00:26:13:17],00:26:37:22,"So I have brought in my foundation board out here. We've had our meetings here. gosh. I had five airplanes on the strip. You know, try not to bruise the wilderness. They love this place. And they were actually came out for the christening of the new Tivoli cabin or whatever. They love everything we do at Taylors. So I have all that support with my foundation board.",aviation;legacy;wilderness
Janet Pope,[00:26:38:00],00:27:03:02,"And I think that the majority of them all know that what I feel is a legacy for my Devlieg money that I've been able to disperse all this years, even though I try to keep my my grandpa's legacy alive because he is in the Hall of Fame of machine tool manufacturers never went past the eighth grade, so we wanted to give back to education.",legacy
Janet Pope,[00:27:03:02],00:27:42:04,"So that theme always ran with me too. But I always have felt that my heart's here at Taylor and that this is a legacy I want my foundation to live with and live on with. So and I know it will. With all that we've been able to financially support emotionally the support here, how could it not? You know, and you have always been respectful for that to me and I'm just very happy to volunteer and be part of it all.",legacy
Jack Kredell,[00:27:42:06],00:27:56:04,"Are there any are there any things you want to say, you know, from the heart or just I think I go over just anything you want to say at all. Otherwise we can we can wrap it.",
Janet Pope,[00:27:56:10],00:28:00:05,"Yeah, I think that I think that last one was pretty good cheer.",
Jack Kredell,[00:28:00:10],00:28:00:23,I got.,
Janet Pope,[00:28:01:01],00:28:06:19,"That. Cheers. Cheers. You cry. Well, I mean it.",
Jack Kredell,[00:28:06:22],00:28:08:07,I know.,
Janet Pope,[00:28:08:09],00:28:28:07,"I know. I basically mean, it's crazy. I mean, I don't know how these people sometimes they don't know what to do with me. You know, you're right. As I was always saying, What? We're going to do this don't want to do this, you know, So and they always take good care of me and they're always very respectful of me.",
Janet Pope,[00:28:28:07],00:28:52:13,"And they know I want to be part of things. And there's long like when I don't know what's going on with Taylor. And then I get real worried because we always need a good maintenance person here and we always need somebody to watch it all winter long. And it's hard to find those people. And there's always been budget cuts and I've always freaked out and panicked and you know, what can we do?",
Janet Pope,[00:28:52:13],00:28:54:08,So that's why we started that endowment.,
Jack Kredell,[00:28:54:08],00:28:59:13,So I think Andrew is pretty good.,
Janet Pope,[00:28:59:15],00:29:00:02,What is.,
Jack Kredell,[00:29:00:03],00:29:02:07,It? Are you happy with Andrew?,
Janet Pope,[00:29:02:16],00:29:43:00,"God, yeah, me too. God, Yeah. What I think we need right now, I have. Look what I think would be good for Taylor right now. And I've always been on the planning committee itself of I have some good ideas and they had a really good coordinator last year. And that's what I think we need right now. We need a, educator, a professor, professor type coordinator that can organize the research in here, whether it's an undergrad or graduate, bring in the government agencies and organize it.",government
Janet Pope,[00:29:43:00],00:30:12:02,"So there's always a project going on in here. And what the good part about that is that when you bring the undergrads in, they can always be part of that project and they can use them to go. Like I said before, I'll go up the stream with them and learn from those projects. And I think we're at a stage where we need to get a little more organized again, and I'm always the first one to to build the flowchart.",water
Janet Pope,[00:30:12:04],00:30:24:12,"Let's do it. You know, you can't. I'm always been encouraged with what they do on here. That was Teresa last year. You didn't know her.",
Jack Kredell,[00:30:24:14],00:30:25:21,I'm not. Theresa's on that.,
Janet Pope,[00:30:26:05],00:30:28:03,we did that before. We talked about that before.,
Jack Kredell,[00:30:28:03],00:30:29:14,I love Theresa.,
Janet Pope,[00:30:29:16],00:30:31:00,Do you know what I'm trying to say?,
Jack Kredell,[00:30:31:02],00:30:31:14,"Yeah, I do.",
Janet Pope,[00:30:31:18],00:30:35:16,Yeah. Just. I don't know what their plans are and all.,
Jack Kredell,[00:30:35:18],00:30:38:20,I know it's always been big to me.,
Janet Pope,[00:30:38:22],00:31:00:00,"You know? But I literally last two years ago, when Theresa, we we literally did have a flowchart. I was and I gave money for I was the grad student from to come to them to come and they would filter out projects and made sense to me. But then Theresa ended up leaving so.",
