speaker,timestamp,End Time,words,tags
Jack Kredell,[00:08:52:17],00:09:18:17,"and on the opposite end of the spectrum, this is a landscape that we're, we're a river scape, as you've called it. Yeah. Then you've gotten to know very intimately over time, parallel to the, the, this long term dataset that you produced. And so I feel like it it allows you to feel that data in a way that adds actually rigor, scientific rigor to the set.",
Jack Kredell,[00:09:18:19],00:09:20:15,Sure. Do you think that's true?,
Colden Baxter,[00:09:20:17],00:09:52:03,"Sure, yeah. And having spent a lot a lot of time, like with my head stuck under cut banks and that kind of thing, and behind boulders in Big Creek and, you know, watching fish in the middle of the night and, you know, and in all of these years of close observation, I mean, that like, for example, a remote sensing data set may still actually be really valuable.",
Colden Baxter,[00:09:52:03],00:10:25:18,"But it's often the case that, like that I can, because of this experience and these connections and intimate knowledge of the place, I can look at a different data set like that and, and I'll see or notice things that maybe other people wouldn't play opposite is true to. Sometimes people who are strangers to a place will notice things that folks who've been there for a really long time haven't.",
Colden Baxter,[00:10:25:20],00:10:54:06,"And that's a reason why. That's one reason I really value, of course, bringing students here. Students see and ask questions about things that I might not have ever really even considered. Right? So I love that sort of constant introduction of new people to this this situation. It's not just like my family comes in here every year and we all do exactly the same thing.",
Colden Baxter,[00:10:54:08],00:11:17:00,"There's a there is that core like role that that rope of tradition, but it's always like the cast of characters is shifting that, you know, what people are paying attention to and asking questions about is shifting. And that's healthy for the science. Of course.",
Jack Kredell,[00:11:17:01],00:11:38:07,"What do you think your your undergraduate students take away from these experiences of just, you know, bushwhacking along, cutting all this stuff? Yeah. That, you know, they seem observing them. They seem really happy and content to hike in here and then to do this difficult work.",
Colden Baxter,[00:11:38:09],00:12:33:17,"Yeah, well, definitely for some of them it's, some of them have a lot of outdoor experience already, and they are learning then to become field scientists. Really, which to be a field scientist involve us being cultivating a kind of comfort in the, in that in oftentimes harsh and conditions so that, and so that you can focus on that science, not on just like just on your own personal comfort or your like your next meal or whatever your, your gear, equipment or whatever it might be.",
Colden Baxter,[00:12:33:17],00:13:21:09,"Right? But you have to develop a an ease with being in the in the backcountry, for instance. And some of them are they're all at different stages in that. And you know, but for some this is the first time that they've ever walked that far, for example, and that sometimes that rocks their world and but sometimes sometimes that's kind of it can be a little rough, but it's generally yeah I mean it's a life altering experience changes people's perspectives to and changes the way they might think about themselves and their own potential in some cases.",perspective
Colden Baxter,[00:13:21:11],00:14:00:01,"I had a one of my first graduate students working here and we developed a pretty ambitious project. By the end of her project, we estimated she walked the equivalent from here to the ocean in back to the and was like, you know, I was that was really impressive for, you know, on all counts. Right? But I know that for her that became a part of her identity.",
Colden Baxter,[00:14:00:01],00:14:30:23,"And she in the sort of her ability to approach, you know, all kinds of other challenges that she experienced in her life in the years since then, you know, And, so that's a roundabout answer to your question, but that is to say, there are all kinds of different, every students different in terms of their experience of this place.",
Colden Baxter,[00:14:31:01],00:15:07:03,"And the undergraduate students are usually only here for, you know, short periods of time or it, whereas the graduate students get a deeper dive usually and in terms of their, their experience of the landscape and nonetheless, it also sets a kind of frame of reference for them. Many of them will go on to be natural resource scientists and managers and to spent time in wilderness in and along a wild river affects your frame of reference.",water;wilderness;
Colden Baxter,[00:15:07:03],00:15:55:13,"It's a frame of reference that's vanishing. And and without that, you know, I, i, it concerns me that, that we might, that natural resource managers might lack that perspective. so, but it's also a really rich social experience, right? This is probably what you have to do these days to have a group of people put away their phones for a while and interact like really interact with one another, pay attention to their surroundings, really interact with one another.",perspective
Colden Baxter,[00:15:55:14],00:16:24:20,"They tend to really to connect to with one another and with the place. And that becomes a kind of lesson in itself, right. About, you know, how to make that happen elsewhere at places other than Taylor Ranch and the Wilderness. But at least I like to think so. I know it's been that way for my daughters.",wilderness
Jack Kredell,[00:16:25:01],00:16:40:10,"So yeah, it's funny that or it's ironic that that one of the few places where this can occur in our modern world is a place in which we've we've decided by excluding ourselves.",
Colden Baxter,[00:16:40:12],00:17:23:17,"Yeah, that's what I was alluding to that earlier, is that's strange. And, you know, like I mentioned, my collaborations with tribal partners and I feel like honestly, our vision of and the way that we think about wilderness is something that is still maturing and changing and, as is our relationship with nature in general. I'd like to think that it has, that it will kind of continue to mature.",indigenous
Colden Baxter,[00:17:23:19],00:18:07:20,"Yeah, right. Yeah. And, big important steps along the lines include, you know, seeing and cultivating relationships between yourself and, and places like, like this and not just like, experiencing them as a playground, a recreational kind of playground or as some kind of, like, purely utilitarian, thing either way.",perspective
Jack Kredell,[00:18:07:22],00:18:11:07,"But yeah, a place full of non-human others.",
Colden Baxter,[00:18:11:09],00:19:00:11,"Yeah. And that in a place that where you can and should be thinking about sort of reciprocal relationships. Right. And that's, those are idealistic I suppose perspectives, but certainly some of my hope in a way for this sort of thing, the context lends itself to thought to people spending time thinking and including myself. Right? So I'd like time to actually, yeah, think.",perspective
Jack Kredell,[00:19:01:06],00:19:04:15,I know you're probably getting hungry. Maybe just one more. One or two.,
Colden Baxter,[00:19:04:20],00:19:07:20,Sure. Yeah. Yeah.,
Jack Kredell,[00:19:07:22],00:19:15:04,What what would you like to see for Taylor's future?,
Colden Baxter,[00:19:15:06],00:20:18:06,"Yeah, well, first of all, I hope that it will continue to be a field station and because there have been times in the past where I was worried that it would not, that, that it wouldn't continue and that I'm really pleased that the University of Idaho seems to clearly value the place now. And I, I guess what I would like to see for its future is that, people who are responsible for its management and decision making associated with it are consider carefully what its actual strengths and and real areas of potential are because there's always a you know, there's a little bit of a tendency to imagine that a place could be turned into",
Colden Baxter,[00:20:18:06],00:21:10:12,"something that it's not or that it's never been, and that this place has gone through several iterations of that kind of, quote, visioning that wasn't really very well informed, frankly, from my perspective by its history or it like lived experience here, lived experience here can be used to inform like and like the planning and goals and strategies. And I think it's I'm a little bit biased along these lines, but I really think that there's a lot to be learned from the model that I was describing of sort of building this, that this, this role of tradition and and history, but also always having new people coming and going.",perspective
Colden Baxter,[00:21:10:13],00:22:04:02,"Right. And but so how and that is part of the its, its tradition is that they're from its beginnings as a science outpost. It has its it's focused on work that especially could only really be done in this sort of context. And as explored this commonly. Well hello! This combination of the sort of a long term monitoring and then, you know, creative, you know, short term studies, superimposed on that.",creativity;perspective
Colden Baxter,[00:22:04:04],00:22:31:14,"I don't think it's a great place to like try to in making do what? It's not like I remember a visioning a time at one point where it's like, what we really need is get some really smart scientists here from like Princeton and, you know, other people who are like really high powered researchers, right? So there was that theory phase and then there was a phase of like and that didn't pan pan out.",
Colden Baxter,[00:22:31:14],00:22:56:11,"It was like and during that time it was kind of frankly, it was like for Doc and myself and others, it was like, what are we chopped liver? I mean, so to speak. So but and then there was another phase was like, what we really need to do is have this be this wilderness classroom that we bring people from all over the world here.",wilderness
Colden Baxter,[00:22:56:11],00:23:31:07,"And, and especially like really wealthy East Coaster is frankly right. And you know, some of that, you know, there are elements to each of those that maybe could work out here. But those things have come and gone right and with varying levels of success. They're not really a sustainable model for this place. and neither one of them actually, is my, my perspective.",perspective
Colden Baxter,[00:23:31:09],00:24:03:03,"It's not a place to host really large numbers of people. It's a place to to sustain rich experiences for small for individuals and small groups of people doing science and also providing context for interaction. And with respect to the latter there, although I appreciate that modern amenities of the place, I think we probably gone about as far as we should along those lines.",perspective
Colden Baxter,[00:24:03:05],00:24:26:17,"I prefer in general when I have my students back here, we keep busy and we don't spend a bunch of time. I don't like going into the lab and finding like the whole group of students watching Netflix or something like that. That's not what we're here for. You know, the Internet needs to be used. It's for should be for things like important communications and so on.",
Colden Baxter,[00:24:26:17],00:24:53:17,"Just because you're here for, you know, a longer period of time doesn't mean that you should suddenly switch over to like a lifestyle that like importing a the lifestyle of that kind of thing. Like, I don't know, that seems to sort of cheapen the experience a little bit. I'm a little bit of a Luddite when it comes to that kind of thing, too.",
Jack Kredell,[00:24:53:17],00:25:11:12,"So, well, based on what you've been saying, it it feels like a place that's perfectly situated for the contemplation of the very small scale and the larger scale and the geological. Yeah, you know. Yes. as well as.",
Colden Baxter,[00:25:11:14],00:25:35:01,"That, you got to get out in it too. I mean, I've noticed some patterns here In the last May, when I first started working in here, it was a lot more common for students to really be like a fairly decent number of students to be out every day covering territory, right? And then for a period of time, the pattern was kind of the exact opposite.",
Colden Baxter,[00:25:35:01],00:26:07:14,"People would come back in here and hang out, but the trails looked like nobody had even been on it. Right. And like, what do you do in watching Netflix? Get out there, get out into this landscape and, you know, this is a base from which to experience the the wilderness. It's not in and of itself the wilderness. So, you know, that's a little bit of critique commentary, I guess I, I, I.",wilderness
Jack Kredell,[00:26:07:16],00:26:18:19,"Know you'll be happy to know that Grace Pevin kicked my ass when I checked on this, but that was probably a five mile bushwhack, Maybe a thousand and a half. Yeah. Elevation. You know.",
Colden Baxter,[00:26:18:21],00:27:03:15,"That's more of the style of. I mean, this place. I'm not saying that's the only kind of person that can, can should be here or that thrives here. But, I mean, we need to facilitate that kind of thing, because that was a whole skill set and a set of abilities that is underdeveloped and becoming more rare. Right? And so Taylor has a unique I mean, if it's Taylor Wilderness Research Station, part of what you're training are people who have what it takes to conduct work in fairly challenging environment like this.",
Colden Baxter,[00:27:03:15],00:27:29:04,"And, you know, I think that's, that's still something that the world and science needs are people with those, those skills and abilities. So I'm glad that I'm glad to hear it and, and to see that that's still being nurtured.",
Jack Kredell,[00:27:29:06],00:27:48:16,"But and then lastly, you often mentioned Dr. Wayne Mitchell, Doc, as you call him. can, can you just talk about the importance of his work to you and his work to this place?",
Colden Baxter,[00:27:48:18],00:28:35:03,"Yeah, I can. So Doc was one of the world's leading experts on the ecology of streams and rivers, and he, Yeah, he. He could his career could have taken any number of different directions. But in the late 1970s, early 1980s, he really sort of discovered doing field science in the Middle Fork Salmon River country, and he got hooked on it himself and it became a part of his and his family's lifestyle.",water
Colden Baxter,[00:28:35:05],00:29:15:10,"And so and it became a home place for for him then, so much so that in he not only did sort of traditional stream ecological research, but then when he retired, he turned to focusing on what had been sort of a hobby for him in the years prior to that. Investigations into the history of human history, recent human history of of the drainage and which he he wrote up and self-published a couple of books on that on the topic.",
Colden Baxter,[00:29:15:10],00:29:55:16,"And so I bring that up because the ecological work that he that he did in year and his students did in here was sort of was informed by that this continuity and like, year after year coming in here and the deep knowledge of the landscape, its geography and like, you know, this stream I remember, you know, three years ago, you know, this log was not here, it was over there, right?",
Colden Baxter,[00:29:55:18],00:30:39:08,"And you could add it. We might have the data for that, but it would also be in your memory and in your mind. And that and that. Like I say, that that experience, that lived experience of these places was part of what then? Not only made the science, he was doing excellent, but it contributed to, the sort of the there was also this group culture community first thing.",community
Colden Baxter,[00:30:39:08],00:31:28:06,"I mean, when he passed away, his students came from all over the country to a memorial that we had, and almost every one of them told stories, especially of their time, whether their thesis research was done back in here or not. Almost all of them had stories to tell of their relationships with him and with one another that came from their time coming in here every summer to to help with the long term monitoring work and I think that says something that, you know, those were really you know, those were influential experiences, powerful, rich experiences for them as they've continued to be for for my students and my family.",
Colden Baxter,[00:31:28:06],00:32:24:02,"And so, yeah, the science that he did just a little bit of commentary on that. wow. Cat, tell you what I really got a little claw. A little just a little bit of claw. So I think some of the really important science that that Doc and his students did in here and elsewhere, like Yellowstone, too, but were then key to contributing to a change in the way that scientists and society views the natural dynamics of an environment.",
Colden Baxter,[00:32:24:02],00:33:16:13,"And they made nature's dynamics in general like and wildfire is a classic example of that, something that we imagine and experience as a kind of catastrophe. And it certainly has those elements to it. This place is absolutely you know, it's a great example of it, right? But ecologically, the lesson of studying wildfire in this place overall has been that, wildfire and dynamics like landslides and debris flows and in in a big complex connected, free flowing river network like this is something that, you know, it's a good thing.",wildfire;water
Colden Baxter,[00:33:16:13],00:33:48:18,"It's a part of, it's a part of the home. It's, it's a characteristic of the home, right? And not like, you know. So his work helped us see that like a static condition for nature was not a static and a neat kind of park-like condition for nature is not actually the way things work, right? Nature like a healthy stream and river is a messy one and one that is changing and dynamic all the time.",water
Colden Baxter,[00:33:48:18],00:34:16:20,"Right. And his science helped contribute to that sort of, you know, maturing ecological perspective. And I learned from him and others of his generation that those types of lessons and continue to try to use this context to learn more about that dynamism itself, essentially.",creativity;perspective;growth
Jack Kredell,[00:34:16:22],00:34:29:02,"Doc also seems to have pioneered this ethic or method where you, you, you know, when a chair has been moved in your home.",
Colden Baxter,[00:34:29:04],00:35:07:06,"You know. Yeah. That log used to be there, now it's over there or it's gone or, you know, this boulder, you know, was only you could only just see the top of it. And now, like, now look at it. You can see the whole thing, right? But it took a decade for that to happen. And so, yeah, being, you know, paying close attention to things of that sort and and gathering data so as to essentially be in a position to notice when that happens.",
Colden Baxter,[00:35:07:08],00:35:44:04,"That's not the the long view is not even ecologists have not necessarily, you know taken the long view even though their science the science of ecology really at its heart and it's the spirit of it really ought to inspire that Even ecologists haven't really taken the long what I'd describe as the long view. Long view and he did, you know, and then he was really enthusiastic about the idea that that together we were actually getting a longer view.",
Colden Baxter,[00:35:44:07],00:36:21:01,"Right. That instead of you know, one professor retiring and then a new professor moving in and just building everything from scratch that we were going to share our lived experiences, that there was going to be this translation of, of background experience and culture. Right. And and shifting and yeah. And that, that and, to me that's, I know of a handful of circumstances like that that have occurred around the world in, in the science of ecology.",
Colden Baxter,[00:36:21:03],00:36:54:11,"But I think that's one of its real potential. There is a potential that is somewhat untapped, like how do you actually turn ecology into a multi generational effort, right? And I hope a place like this, if it's really dedicated to this in the long haul, right in the end has the long view. It has the potential to be the kind of place that nurtures that.",creativity
Colden Baxter,[00:36:54:13],00:37:38:07,"Right. And I'd like to see more of that. Yeah, like Jim Peek's long term monitoring as well and others, you know, other repeating studies that students did 30, 40 years ago, that kind of thing. There's a lot of potential for that here. But yeah, so I hope I hope to see more of that kind of thing. And I feel privileged to have been introduced to the place by Doc and then and Jim and Holly Akenson, who were just also really inspiring people to interact in might.",creativity
Colden Baxter,[00:37:38:08],00:38:00:23,"And in that first years that I was working back here and, they really, sort of fueled my enthusiasm for, for this sort of thing. So I really appreciate that and appreciate the opportunity to keep coming back here every year.",
