speaker,timestamp,End Time,words,tags
Lauren Fins,[00:22:19:05],00:22:41:09,"Nothing that I remember. Well, there is some petroglyphs along the river, and we saw those just when we were, when I was there with Dave and Tracy. other than that, I don't remember seeing any. Are there a lot?",indigenous
Jack Kredell,[00:22:41:11],00:23:22:15,"When I was there, I, I was hiking with a, a hydrologist working on springs. and we did come across some old hunting vines, some stone hunting vine down. And there is just, just down downstream of Taylor, there's, a site that Jim thinks, was a funeral pyre. And I'm. Who knows? But there's, a set of, pictographs below an overhang that's, like, very blackened with soot.",water
Jack Kredell,[00:23:22:20],00:23:40:12,"Yeah, it does. Jim is right, And it doesn't feel like a place where you'd ever want to build a campfire to stay warm. It's too exposed. So he thinks it was. It's a I mean, it's obviously a sacred site, but he thinks that it was it was connected to a burial of some kind.",
Jack Kredell,[00:23:41:17],00:23:57:08,"And that's just off the trail. most people don't know about it. Yeah. And then while I was there, the Forest Service archeologist just stumbled upon an 8000 year old spear point on the Bear Creek trail.",
Lauren Fins,[00:23:57:10],00:23:59:18,Wow. Wow.,
Jack Kredell,[00:24:01:20],00:24:02:15,yeah.,
Lauren Fins,[00:24:02:17],00:24:06:09,I just read a book called Origin. Have you read it?,
Jack Kredell,[00:24:06:11],00:24:07:19,Is that by Meltzer or.,
Lauren Fins,[00:24:08:01],00:24:44:06,"No, it's by Jennifer Raff. And she, She's reviewing all of the evidence for, how long people have been in the the Americas and then evidence for where they came from. And they know that people have been here at least 14,000 years. And there are some people, some archeologists who think that maybe people have been here 30,000 years.",
Lauren Fins,[00:24:44:08],00:25:10:18,"And apparently there's some people who think it goes back to 130,000 years. And the evidence is pretty clear that people came from Siberia and Southeast Asia and that they used boats to come down the West Coast and yeah, the kelp highway. And I didn't know anything about that until I read this book. I just read it and just finished it probably last week.",
Lauren Fins,[00:25:10:20],00:25:11:11,"Yeah, I need.",
Jack Kredell,[00:25:11:11],00:25:11:22,To read that.,
Lauren Fins,[00:25:12:01],00:25:17:23,"Yeah. It's really it's, it's very dense but very informative. It's good.",
Jack Kredell,[00:25:18:01],00:25:26:19,"There are good scientists that do Idaho who still think that people have only been in the Americas for 11,000 years. It's pretty frustrating.",
Lauren Fins,[00:25:27:01],00:25:32:08,"Now, this I mean, this evidence, good evidence.",
Jack Kredell,[00:25:32:08],00:25:42:06,"Refuse to look at it because I think they've stopped reading the articles. You know, you read a bunch when you're getting your write up.",
Lauren Fins,[00:25:42:08],00:25:44:13,Because then you have to teach and do other research.,
Jack Kredell,[00:25:44:15],00:25:45:19,Really frustrating you.,
Lauren Fins,[00:25:45:19],00:25:49:00,You let your graduate students do that and they tell you what's out there.,
Jack Kredell,[00:25:49:03],00:26:04:21,"Yeah. Even though there's a site on the Salmon River, it's probably five years old and it's I mean, it's just discovered. But yeah, there they're dating tools and points to 15 to 18 so it's it's obvious now.",water
Lauren Fins,[00:26:04:23],00:26:10:16,15 to 18000 years ago. Yeah. Wow. On the Salmon River. Okay.,water
Jack Kredell,[00:26:10:21],00:26:15:21,"And then. Yeah, And then the footprints in in New Mexico. White Sands.",
Lauren Fins,[00:26:15:23],00:26:18:10,Right? Yeah. She talks about that. Yeah.,
Jack Kredell,[00:26:18:15],00:26:22:01,"So I think it's it's. I mean, it's inconvenient. Incontrovertible.",
Lauren Fins,[00:26:22:04],00:26:24:06,Yeah. Incontrovertible. Yeah.,
Jack Kredell,[00:26:24:06],00:26:25:00,There you go.,
Lauren Fins,[00:26:25:02],00:27:04:06,"So. So that answers the question about wilderness. I mean, they were there were people there and they made changes, and they live there and they harvested critters and they hunted. Think I don't know if they planted, but they definitely hunted. So we weren't the first. And to put a fence around it, you know, by an imaginary fence. yes, it, it preserves it in a less developed state.",indigenous
Lauren Fins,[00:27:04:06],00:27:15:10,"And that's, that's a good thing. But to think that it will never change and that it has never changed is ludicrous.",
Jack Kredell,[00:27:15:12],00:27:37:04,"What do you think draws us to that idea or inspires us for some reason? You know what? What is it that that that we find comforting or. Yeah, inspiring. With a concept like that.",
Lauren Fins,[00:27:37:06],00:27:42:22,"With the concept of wilderness or the idea that we can sort of go back to, to nature.",wilderness
Jack Kredell,[00:27:43:00],00:27:44:07,They might be the same thing.,
Lauren Fins,[00:27:44:07],00:28:35:19,"No, I don't think they are. I think I the idea of wilderness encompasses the idea that it encompasses the idea that we're letting nature take its course. Right. And that whatever happens, although although we have in the past put out fires and done other things, but in general, letting nature take its course, whatever happens, and there's something really powerful about that idea and that we can go and visit that and see what that looks like.",wildfire;wilderness
Lauren Fins,[00:28:35:20],00:29:09:16,"Again, a very powerful idea, almost spiritual. yeah, I guess I can say that. The idea of touching nature, I mean, you can touch nature in a park that's probably about it. A bad example here. I feel like I'm surrounded by nature. Bears come through from time to time, Moose come through from time to time, deer come through all the time.",
Lauren Fins,[00:29:09:18],00:29:49:10,"Birds. So I'm. I'm in touch with the the natural world. But this is not a natural environment. So this is powerful for me as a calming place because there are fewer people than in a city, but in a wilderness area. it's bigger, it's vaster, it's I think you get to experience how small you are in the universe when you're in wilderness.",wilderness
Lauren Fins,[00:29:49:12],00:30:12:22,"It's humbling and it's beautiful. And I, I'm not a religious person, but my husband keeps trying to convince me that I'm a spiritual person. It's different. but I think there's something very spiritual about that wilderness.",wonder
Jack Kredell,[00:30:13:00],00:30:20:07,Did you have that experience that Taylor and then the Frank Church?,
Lauren Fins,[00:30:20:23],00:30:50:18,"I came close to it there. I, I had that experience when I went to the Wallowa, the Wallowa wilderness area, because I was by myself and I think it's easier to get in touch with that when you don't have other people that you're talking to. You don't have a purpose in getting to a place and doing your research.",wilderness
Lauren Fins,[00:30:50:18],00:31:47:10,"So it's it's a much quieter, more internal experience when you're by yourself. And if I had been in the Frank Church by myself, I think I would have had that became close. I did have one sort of terrifying experience in a frank church. well, Ben was working in, in one area on the east side of the Frank Church, and I was just going to go in and work with him for a few days, and we were driving along in a jeep on this dirt road and, you know, it's one track, right?",
Lauren Fins,[00:31:48:23],00:32:15:03,"and there was a snowdrift. I think it was, it was June, might have been July. And the snow drifts across the road. We couldn't get through. It was, it was tall enough that we weren't going to be able to dig out. And so I had to back up about half a mile on this dirt one lane dirt road.",
Lauren Fins,[00:32:15:03],00:32:46:02,"And, you know, it's a cliff from this side that's up here on this side and talk about terrified and cottonmouth and I was really, really glad to have done that safely. And Ben was, you know, he was okay, you know, this way, that way. It was very scary. I'm glad to be alive.",
Jack Kredell,[00:32:46:04],00:32:51:06,I don't know where this was. This was out of Yellow Pine.,
Lauren Fins,[00:32:51:08],00:32:56:21,No. What's the town? Is it Challis? yeah. And the east side.,
Jack Kredell,[00:32:57:01],00:32:57:22,Okay. Yeah.,
Lauren Fins,[00:32:58:00],00:33:00:11,And you go in there.,
Jack Kredell,[00:33:00:12],00:33:01:15,"Yeah, that's one way to do it.",
Lauren Fins,[00:33:01:15],00:33:18:01,"And. And we had driven miles and miles and miles, so we may not. Well, I think the road goes in and out of the wilderness area over there if I remember right.",
Lauren Fins,[00:33:18:20],00:33:39:00,"And we were trying to reach a camp spot that we would hike from, so we didn't reach that spot. We went back camp somewhere else and then hiked to,",
Jack Kredell,[00:33:39:01],00:33:40:04,Maybe one or two more questions.,
Lauren Fins,[00:33:40:06],00:33:43:06,Sure. Yeah.,
Jack Kredell,[00:33:43:08],00:33:48:08,What kind of a future would you like to see for Taylor Ranch?,
Lauren Fins,[00:33:55:14],00:34:42:05,"I'd like to see it continue as a research station, and. And, make sure that the university supports it. I think it provides a really incredible and unique experience for students and for faculty. yeah, that it that sort of experience doesn't exist anywhere else as far as I know. So I hope, I hope the college and the university continue to support it.",
Lauren Fins,[00:34:42:07],00:35:12:23,"And it's an opportunity to to observe quietly what changes do happen. Like you said, you know after the fire to to see what changes happen. I mean, that could be monitored year by year, to see what changes know how long it takes, know what comes in. weather. Well, just what form succession takes there.",wildfire
Jack Kredell,[00:35:13:01],00:35:22:10,"Do you think we can learn anything from observing a change like that as people about ourselves, maybe.",
Lauren Fins,[00:35:24:21],00:36:17:06,"Well, philosophically, sure. You know, you're not the same person you were when you were ten. I'm not the same person I was when I was 50. and, Yeah, I think we can learn about resilience. if nothing else, we can learn about resilience. And that whole life, that whole idea that, if it's, if it's not these plants at this time and these critters that this time it'll be something else, as, as long as they're are living things, they will come and occupy and Yeah.",perspective
Lauren Fins,[00:36:17:06],00:36:51:11,"What do we learn, What can we learn about ourselves I guess I guess just that resilience and, and also, you know, things are born and things die and to, to maybe to recognize our own mortality and ponder that and to know that that's not such a bad thing. I mean, I Dave knows I want to be cremated where we both want to be cremated, put our ashes in the ground, and maybe that'll nurture some some trees.",
Lauren Fins,[00:36:51:11],00:37:43:14,"I mean, we actually have designated where we want those to be, but I won't tell you, But then they get recycled. I don't want to be in a box or a metal box and just have to have my my ashes, my nutrients just go to waste. So maybe there's something in that. I think there's something about being a biologist that, that helps you to understand that that cycle of life and how, how wonderful that is, that to think that your molecules are going to go on and and nurture something, something new and different, some little part of you is there.",wonder
Lauren Fins,[00:37:43:14],00:37:55:18,"I don't think our consciousness will be there, but some part of us will be there. It's not comforting. It is to me and I.",
Jack Kredell,[00:37:55:20],00:38:25:13,"Yeah, I was just reading a an essay by a friend of a friend who is a biologist, a fish biologist who described a salmon as as a thing which transports metals from supernovae from the ocean up into these, these high drainages right. And it's just like there's just this crazy exchange that takes place over and over and over again.",
Lauren Fins,[00:38:25:17],00:38:59:01,"Yeah, yeah, yeah. Was that Katie Cavanaugh? Especially the one you talk to? Katie was doing that that research when she was here in in Idaho. And she measured nutrients that were deposited from the depth of the salmon when they came up river and they would deposit their eggs and then they would die. And there were lots more nutrients in the places where they were than in the places where they weren't.",water
Lauren Fins,[00:38:59:03],00:39:27:08,"And I don't remember if she went where where the rivers were dammed to look at places where the salmon couldn't get to versus where they could. I think she did. and then I just heard on the radio this morning, I think it was a physicist was well, maybe it was. Yeah, he was in as he's an astrophysicist actually somebody who was in, is it the Rolling Stones or.",water
Lauren Fins,[00:39:27:08],00:40:00:05,"No, no, it was Queen. One of the musicians in the band. Queen is an astrophysicist. he went back and got his Ph.D.. I think it was either Queen or. Or Rolling Stone. I think it was Queen. And he was saying, you know, Joni Mitchell was right. We are stardust, that all of our molecules are dust that came from the Big Bang you know that from solar.",
Lauren Fins,[00:40:00:07],00:40:11:04,Yeah. Yeah. So how how cool was that to think about? We are stardust and it gets recycled.,
