speaker,timestamp,End Time,words,tags
Gary Koehler,[00:11:43:13],00:12:37:06,"And the cougar is the ultimate predator. And so perhaps in some ways it was kind of understanding myself, you know, as a hunter, as just a place on this planet, and where a better place would be to make that discovery in a wild place like the river of no return wilderness, or at that time the ideal primitive area. And so I think it was that mixture that it was kind of a mixture of kernels that kind of enticed me into that area and being attracted by Maurice's legend and Wilbur's legend in that area.",cougars;water;wilderness
Gary Koehler,[00:12:37:08],00:13:15:13,"And just to be around that, that philosophy and I have long since left the the wild areas, you know, the wilderness areas, but I'm still engaged quite a bit, mainly with carnivore conservation and management and not so much in the wilds anymore, but doing a lot of politicking and lobbying for them in amongst particular our state agency Fish and Wildlife.",wilderness
Gary Koehler,[00:13:15:13],00:13:36:20,"And so I'm trying to give a voice to the cats and the carnivores, the predators, because I've learned that they need a voice.",
Jack Kredell,[00:13:36:22],00:14:12:01,"Yeah. I was going to ask if you if you found what you were looking for or encountered that that sense of self. Well, out there, those four years. and if that thing was was what you anticipated and maybe, maybe it is related to, to this idea of providing voice on behalf of something which is not human and not concerned at all.",
Jack Kredell,[00:14:12:03],00:14:16:07,I don't know. Did you find what you were looking for?,
Gary Koehler,[00:14:16:09],00:15:00:01,"I think in part, I think my role now is, is my feeling to give back to the planet, give back to predators, to carnivores. And because it's been an intriguing experience in my life and they too, are kind of mentors in my life and how they can live amongst humans and be undetected and and and travel with a soft paw on this planet.",cougars
Gary Koehler,[00:15:00:03],00:15:43:03,"So I think from those treks in the wintertime, you know, in the wilderness areas, I think that I've I've gained something by following their tracks. And now it is my role to get back to them are what I have learned from them and try to be an advocate for them in wild places. But but mainly my focus is is on carnivores and in how we live with them or how we don't live with them.",wilderness
Gary Koehler,[00:15:43:05],00:16:24:10,"So and I think that I'm trying to do payback. And that's kind of the way I feel about hanging around. Maurice. You know, he's been a friend, he's been a mentor, and now I'm kind of his sidekick, you know, following him around on his exploits and desires and travels and wanderings. And so I'm kind of, in a way, a partner of his just making sure that he gets to the gate on time, you know, doesn't miss the gate and etc..",
Gary Koehler,[00:16:24:12],00:16:29:12,And spending time with him. And in the backcountry.,
Jack Kredell,[00:16:29:14],00:16:33:06,He told me there's nothing left for him to fish except carp.,
Gary Koehler,[00:16:33:08],00:17:05:05,"Yeah, that is getting the way it is here. You know, unfortunately, I just came down the the Clearwater and the Salmon River country from McCall. And to think that, you know, these rivers were teeming with fish, with salmon, with steelhead varieties of salmon and in fact, sockeye salmon, you know, making their 500 mile journey all the way to Redfish Lake in the Sawtooth is epic.",water
Gary Koehler,[00:17:05:07],00:17:48:14,And we have stopped that. We have plugged the river with dams. We have pumped chemicals in the river. We have drained it. We are dehydrating the landscape and so that trip down the salmon and along the snake was kind of bittersweet for me because to think about the history of that in the salmon runs in that area and think about the way it is now is absolutely tragic.,water
Gary Koehler,[00:17:48:16],00:18:19:03,"And something needs to be done if we're going to save here we are, Maurice and I, wandering all the way up to the Alaska Peninsula, is out, out all the way to the Aleutian Islands, casting for Chinook salmon, what used to be prolific in the snake and in just a mere, several decades, that has been the fate of the steelhead runs as well.",
Gary Koehler,[00:18:19:05],00:18:42:04,"And that is a tragedy. And we need to stop this. We need to do something if we're going to have salmon in our future, in our children's future, we need to do something now.",
Jack Kredell,[00:18:42:06],00:19:00:06,You could probably argue that what you and Maurice were were after in Alaska was really just the Salmon River in Idaho. Yeah. Prior to its development and its colonization.,water
Gary Koehler,[00:19:00:08],00:19:45:09,"That that is true. I think that what we're was searching for is just a little glimpse of what it has been in the past. And now, I mean, historically, it was tremendous Chinook runs in the salmon, the Snake River, all of the tributaries of the Columbia River. Now we have to go all the way into Alaska, into the Bering Sea, to chase these just to get a glimpse of this fish that were once plentiful here and to cast them, look at them, appreciate their beauty, and release them back into the wild.",water
Gary Koehler,[00:19:45:11],00:20:34:04,"And just getting a glimpse of what I think this planet has experienced and what maybe the last hopefully not the last glimpses, but could be the last glimpses of some of these species. And I'm hoping that that's not the path of our carnivores, our predators, too, because there is a serious onslaught of the predator control days of the early 1900s in the West against wolves, against cougars, against bears.",wolves;cougars
Gary Koehler,[00:20:34:06],00:20:45:22,Their role in being predators and it's it's a tragedy what we're experiencing.,
Jack Kredell,[00:20:46:00],00:20:56:17,What do you think is at the root of that desire to to eliminate these top carnivores from the landscape?,
Gary Koehler,[00:20:56:19],00:21:33:10,"I think that a lot of it is human greed. You know, we want the game for ourselves or by game, I'm talking about elk and deer in particular. And I don't mean to demean them by calling them game, but that's been a part of our lexicon. Or take care in the West for eons, if not decades. And I think I think it's it's competition, too.",
Gary Koehler,[00:21:33:10],00:22:34:03,"And competition is part of life. You know, people we compete against each other for jobs, people on the landscape, people that are natural resource users and compete against carnivores for what they perceive their share of the of the resource. And so we cannot tolerate our competition. And so I think in trying to safeguard to what we perceived our right from a biblical sense oh, and manifest destiny and all of those, Yeah.",
Gary Koehler,[00:22:34:03],00:23:23:15,"I So there's competition and competition isn't a natural thing, but also we are smart enough to see what's before us in the future and we have to come to realize that if we want a planet for our kids, we have to realize that we can't go and unfettered in our competition and to control it and or to control the planet, because all we've got to do is look around us now and the effect that we've had in this era of climate change to see the effects of how we influence this planet.",
Jack Kredell,[00:23:23:16],00:23:44:12,"Your you're, your Big Creek Predator study found that that predators are actually quite okay with a fair amount of competition until maybe the winter. Yeah, but for the most part, there's there's there's not a lot of conflict is there.",
Gary Koehler,[00:23:44:12],00:24:25:19,"There isn't. There's like you say, even in the winter time, you know, that's how species evolve. That's one of the, the forces that influence evolution is competition and predation. I mean the beautiful elk and the deer that we so much admire are crafted by and part by the forces of predation. Deer wouldn't be as fleet deer wouldn't be as astute in hearing, listening, seeing, smelling if it wasn't predation.",growth
Gary Koehler,[00:24:25:21],00:25:00:12,"And so this is something that they evolved as part of the craftsmanship of the carnivore community, you know, influencing that part of evolution. So everything we really admire about Deer Gnome is thanks to the carnivore, the predator, its craftsmanship and evolution.",growth
Jack Kredell,[00:25:00:14],00:25:08:16,"Yeah, And I would say that if you disrupt that relationship or that that craftsmanship, as you put it, then you really don't have deer.",
Gary Koehler,[00:25:08:18],00:25:10:02,Or you don't.,
Jack Kredell,[00:25:10:04],00:25:11:01,Know something else.,
Gary Koehler,[00:25:11:07],00:25:50:23,"Yeah. And I mean, all you got to do is for us hunters is look at the, the common little snail or the slug. We don't pursue slugs and snails as a sport because they haven't gone through that same evolution. They haven't been crafted by these to, to make them give them that challenge to, to give these ungulates the deer and the elk, that skill, that perspective of their landscape and how they are masters of that landscape.",perspective;growth
Gary Koehler,[00:25:50:23],00:26:02:19,And that is crafted a lot by their interaction with predators.,
Jack Kredell,[00:26:02:21],00:26:22:20,"Let's see, do you see a lot of second? Are there any particular memories or experiences that that stick out to you from your your time at Taylor in the in the early eighties was that or.",
Gary Koehler,[00:26:22:22],00:26:54:19,Yeah it is I think I spent four winters back home and I think it was the camps living in in the middle of the winter there. And I think also I think I like to track I like to observe tracks and try to decipher what's going on when you're tracking an animal. And it's a it's really a storybook.,perspective
Gary Koehler,[00:26:54:21],00:27:36:03,"And I with a lot of a lot of stories, when you're tracking a cougar that's stalking a small herd of elk or something like that, to be decipher, to decipher that it is so and I can still see those tracks to this very day, that impression. And so you don't need to be a wildlife biologist to get that sense of mystery and that understanding of predators.",cougars;wonder
Gary Koehler,[00:27:36:03],00:28:25:02,"If you're an astute observer, you can make a lot of sense out of of just tracking an animal in the snow. And I think that those impressions of of tracking the first cougars back there just by their tracks are left an intrigue by me or for me, because I still use those skills. I still use that knowledge. And and it's also, you know, if you're aware of their tracks and if you're aware of other signs like a scrape or a simple scat along the trail, you have an understanding about their presence and the fact that they're there.",cougars
Gary Koehler,[00:28:25:04],00:29:16:06,"You're not seeing them, but you know that they're there because they have left a sign for you to to grasp and to become aware of their presence and that this is their domain because you're not going to see them without, you know, the aid of technology. So I think it's like you said, it's the winter times and because of that slate that it provides for tracking and also the track itself and trying to understand what's going on or interpreting the behavior behind within those tracks.",
Jack Kredell,[00:29:16:08],00:29:20:09,Sounds like a good book. Almost.,
Jack Kredell,[00:29:21:03],00:29:24:06,It's almost as much imaginative as it is physical.,
Gary Koehler,[00:29:24:08],00:29:33:18,Yeah.,
Jack Kredell,[00:29:33:20],00:29:41:09,Can we talk about or can you talk about the. The bobcat that lived at Taylor for a spell?,
Gary Koehler,[00:29:41:21],00:30:14:18,"Yeah, Kamir. That was spelled k a m i r but it derived its name from Come Here because we had no name for it and it was going to come here, come here trying to mimic a cat. But, but it was quite a morris sent it in for us to get some understanding firsthand about just how cats move on the landscape.",
Gary Koehler,[00:30:14:20],00:30:51:14,"You know, in addition to tracking them in the snow, there's a limit to time times for snow. And so Maurice introduced us to this this kitten that he got, I think it was from a zoo in the Utah. I'm not sure Boise one or the other. And we raised it and and and it was it lived with us in the cabin there at Big Creek or Taylor Ranch and and was part of our family.",
Gary Koehler,[00:30:51:16],00:31:35:09,"And, you know, it was well, I hate to say it was our kid, but it was an intriguing pet. And it did give us some insights into cat behavior that you couldn't observe otherwise. And but it was it became a companion and it we would go on hikes with it and and we would follow it around. And mainly, you know, cats are independent and it would not respond to come here even if you called it.",
Gary Koehler,[00:31:35:11],00:32:16:09,But you know Maurice sent it in there to give us insights into cat behavior and an intimate look at the cats and and because we raised it does not mean that it was a domestic cat and that it lacked all the the skills of a hunter because even your domestic your tabby cat is a hunter. And and those of anybody that has has a house cat knows that.,
Gary Koehler,[00:32:16:11],00:32:44:18,"So it has those skills and those skills are crafted by evolution, years and years of evolution. So it gives you kind of a sense of a little bit of that, a sense of of their evolution and how they become the craftsman that they are on the landscape.",growth
Jack Kredell,[00:32:44:20],00:32:47:00,Whatever happened to Kamir?,
Gary Koehler,[00:32:47:02],00:33:29:22,"We took after we left Big Creek Taylor Ranch and the study was over, Maurice cautioned us about having a basically a tame wildcat in our, you know, custody. And because of you can't take the wildness out of a cat, just as you can't take the wildness out of your domestic house cat and but, you know, so he encouraged us to take it to a zoo or a wildlife park on the peninsula to swim.",
Gary Koehler,[00:33:30:02],00:34:02:01,"And so that's where that's where we left. Come here. It was so sad in particular for my wife, But but he I'm sure he gave a lot of the viewers an the people that came to the wildlife park, some joy, some understanding and give them a perspective. What cats do.",perspective
Jack Kredell,[00:34:02:03],00:34:21:08,"To shift gears a little bit here. Yeah. What what would you like to see in Taylor's future? either like recent research foci or just what what, what would you like to see for Taylor?",
Gary Koehler,[00:34:21:10],00:35:06:14,"Well, I think they've a lot of structure there that is really make and has been made a teaching institution back there in the midst of this wilderness area to provide facility for young people to get a grasp of a little bit of an understanding and appreciation for what wild, wild places and so it has a really fundamental value, I think, of education, and that's what we really need now more.",wilderness
Gary Koehler,[00:35:06:14],00:35:55:12,"So in this planet, as we become withdrawn from wild places, just nature. And I mean it's a real good on real good facility for that. And also there's countless research topics, particularly now with the effects of climate change on our planet, and that is as a laboratory where we know that our influence on the planet is universal, that you can't escape it from even the Arctic is showing signs of our hands.",
Gary Koehler,[00:35:55:14],00:36:39:07,"But also, I think in the wilderness area, you have basically a laboratory where you can control for a lot of other influences. Like here, there's no traffic back there to have to cancel out or wonder about, you know, how did these species evolve, whether it's Idaho fescue or if it's steelhead or bull trout or the red breasted nuthatch, pygmy nuthatches.",growth;wilderness
Gary Koehler,[00:36:39:09],00:37:23:04,"You know, there's there's a whole variety of of species there are. And it's interaction into the environment that it evolved in over eons and this laboratory is seeing the effects of our hand as well because this ubiquitous effect of climate change and carbon dioxide poisoning of our planet is we need to get an understanding of the effects and how to turn that thermostat down.",growth
Gary Koehler,[00:37:23:06],00:38:00:05,So I think that a place like Taylor Ranch has a possibility of providing an insight into the relationship between a species and its environment that you can't find elsewhere on the planet that is occupied by us -- Homo sapiens.,
Jack Kredell,[00:38:00:07],00:38:25:12,Yeah. Maurice was particularly interested in in the the idea of using Taylor as a launching pad for for research into water systems and water cycles and things of that nature.,
Gary Koehler,[00:38:25:14],00:39:25:00,"You know, I think that that's a very important I mean the water is what sustains life. Water is what gives us life. And it's the watershed that provides that water, collects that water for life. And I think that that is a very important element that you can't learn elsewhere where we are present on the landscape. So that has a very important and everything that, you know from the insect life within a stream, the fish in that stream and in the watershed itself, serving as a winter range or forage in the winter time for ungulates and hence the cats and the wolves.",wolves;water
Gary Koehler,[00:39:25:02],00:39:49:16,"And so so yeah, that is a very elemental part of an understanding that that we need to get a handle on.",
Jack Kredell,[00:39:49:18],00:40:01:04,"Do you have any particular big cat memories that that stick out to you from, from your time at Taylor encounters or things you, you witnessed.",
Gary Koehler,[00:40:01:06],00:41:04:22,"Yeah, there was one in particular. I mean there were several every, every cat that we marked was unique and there are individuals. It's just not up. You know, we it's a tendency to stereotype everything, whether it's different cultures amongst human cultures or animals, wild animals and the individual behavior of of individuals and how they see the landscape and how they hunt and how they live and how if they're not successful, how they can die from an ill placed stock, a poor attack and but but one in particular, I think what Jimmy and Jim and Hawley were away at that time and they asked us if we could kind of just care, take, you know, we",
Gary Koehler,[00:41:04:22],00:41:40:09,"were back there anyway and just watch the Taylor branch and, and we had these camps, winter camps, tent camps scattered up and down, big group from Waterfall Creek along the Middle Fork to Acorn Creek. And I don't remember how many miles that was, but but anyway. But around Christmas time, my wife was with me and we decided to go and check on one of our camps up above cave Creek on on Big Creek.",
Gary Koehler,[00:41:40:11],00:42:10:23,"And it was cold. It was something like 16 degrees. We had a cold, cold snap and it was in the teens that I remember. We had all this one camp above Cave Creek and where we were spending a couple of nights just kind of thaw things out. And and I got up in the early morning and it was obviously cold.",
Gary Koehler,[00:42:10:23],00:42:58:12,"The stars were just like diamonds up there, twinkling and and there was enough light from those stars that there were just class casting reflections, the crystals on the snow. And I walked out to relieve myself and I saw some fresh cougar tracks in the in right in front of the tent. And I walked back in, stoked up the fire so my wife would have a warm tent to to get out of the sack and and I said, Mona, there's some fresh cougar tracks out here in the snow.",cougars
Gary Koehler,[00:42:58:14],00:43:36:19,"And and I, I, you know, stoked the fire and stepped out again and looked down the trail to where I was and there was a cat coming right towards us. It was like or towards our tent. And it was not more than about 30 feet away and it was just coming, sauntering up like it was not a fear of anything, but it had this real curiosity to it.",
Gary Koehler,[00:43:36:21],00:44:08:04,"And so I stepped out and I said, Mona, here it is. And it couldn't have been more than about 20 feet away at that time. And it sat down the snow in the middle of the trail and then all of a sudden it got back up and started walking right towards the tent. And it came within right at the corner of the tent.",
Gary Koehler,[00:44:08:06],00:44:43:02,"And to be honest with you, I was a little bit, you know, kind of fearful, not, you know, I've been around cats some, but when you encounter that kind of behavior, it's kind of daunting. And and I and so we got into the the tent and I was expecting perhaps this cat might want to into the tent. And so I grabbed the butcher knife and expecting it to come in the tent.",
Gary Koehler,[00:44:43:02],00:45:13:00,"And it didn't you know, as soon as the the light, it became more light, I was able to stick my head out and discovered that from the tracks that there was three cats there. There was a mother and two year and a half old kittens and then the cougars, the offspring stay with Mom for about a year and a half until you know the females her size.",cougars
Gary Koehler,[00:45:13:02],00:45:41:18,"And if there's a Tom and there was a tom offspring, there is going to be way more than mom is. And she's, you know, hangs under kids and teaches them the trade of being a good predator. And we caught those cats later that winter and put radio collars on them. And sure enough, that's what it was. Was she the mother and a female offspring and a male offspring?",
Gary Koehler,[00:45:41:20],00:46:18:04,"I think he weighed about £140 where she weighed about £80. And the female offspring was similar weight, about £70 or something like that. But we put collars on them and got to follow their travels. You know, once they left Mom and the female, the kittens dispersed from the mother that later that spring, the female went across Chamberlain north of the Salmon River.",water
Gary Koehler,[00:46:18:06],00:47:19:19,"It must have crossed the Salmon River in May when the salmon rivers probably at flood stage and let the cat cross the river some point then. And and the Tom moved all the way and was later killed in outer Drummond, Montana, which is like 160 miles away. And so that that little glimpse of their behavior kind of instilled in me the first understand things of cat behavior, their sociology, their social behavior, and in fact, how important that is to have that understanding to in order to if we're going to manage them, we're going to conserve them to incorporate the cat behavior here in that understanding about how to conserve, how to manage fur caps on",water
Gary Koehler,[00:47:19:19],00:47:49:06,"the landscape. Because what it means is that, you know, the young males got to get out of the area because the resident Tom, is going to make sure, because if he doesn't, he's going to the probably the young Tom is going to get killed by that by the resident breeding. Tom And, That's life as part of competition. And that also stirs up the genetic part.",
Gary Koehler,[00:47:49:07],00:48:39:19,"You know, where the Tom leaves the home area and takes that little gene pack of the genes and distributes elsewhere in other populations, you know, within hundreds of miles away. And and I've observed this in my further cat studies, cougar studies and Bobcat studies of that. This is an elemental part of their behavior and an essential part of their evolution and a view that we must include in the understanding of managing and conserving these species is that, you know, there's a limit basically to the number of cats you can put on the landscape.",cougars;growth
Gary Koehler,[00:48:39:21],00:49:34:14,"And that is instilled in part by the Big Tom in the area, getting the young Tom to move out and that to minimize competition and to to essentially in the long term is to distribute the seeds from that population to a much wider area and to exchange genetics with with a regional population. So in that experience there, I've seen very clearly from subsequent cougar research that I've been involved with in Cle Ellum, Washington, where we had a Cougar project we called Project Cat Cougars and Teaching, where we involved the kids from the local school into the project.",cougars
Gary Koehler,[00:49:34:16],00:50:29:04,"And we had Mark family groups like that, and the young Tom's half to get out of Dodge, basically. And I mean, they would go hundreds of miles from their place of birth to establish a presence or territory elsewhere. And that territoriality that Maurice identified and described and incurred in the sixties, he was the first to do so, is how important that understanding is and to the management and conservation of cougars and unfortunately, a lot of management doesn't don't take those understandings when they're setting hunting season.",cougars
Gary Koehler,[00:50:29:06],00:51:10:01,They they don't appreciate the behavior. Those keystone bits of understanding about the evolution of these solitary carnivores and into their management consideration. Because there's a lot of thought now that cougars are overrunning the landscape. And there isn't that in the makeup of the evolution of cougars. They're a relatively low density species and it's thanks to those big toms that keep things the mix going.,cougars;growth
Gary Koehler,[00:51:10:03],00:51:18:19,And that concept needs to be understood by managers and conservation.,government
Jack Kredell,[00:51:18:21],00:51:26:13,That that movement of the young Tom is not unlike your own dispersal to wilderness areas.,
Gary Koehler,[00:51:26:13],00:51:54:13,"You know, that's a very good point. And in fact, I've often heard that that's the one thing that characterizes Homo sapiens is the fact that they move like that. I mean, you think about the Polynesians and the Southeast Asians, you know, of exploring and settling amongst these little tiny islands in the South Pacific. How did they get there?",
Gary Koehler,[00:51:54:18],00:52:39:15,"Why did they get there? And Why did Columbus set sail and stumble on to the Americas? Why did the Vikings, you know, set sail and end up in Nova Scotia? It's some young dude that thought that they were curious about what was over the ridge. And it is that maybe that's how seeds get planted, whether it's the dandelion you know in their little drift for, establishing themselves and a new home the cougars that way Homo sapiens showed outward.",cougars
Jack Kredell,[00:52:39:17],00:52:52:05,"That night when you encountered the three Cougars. What what do you think the the Cougars were doing that close to you? I mean, while you were studying them, it seems they were also studying you in a way.",cougars
Gary Koehler,[00:52:52:07],00:53:18:16,"That's a very good point because the old adage Curiosity killed the cat is so true amongst cats. Trappers use that behavior by hanging a wing or a feather, you know, by a piece of string. Just to get that the attention of a cat. You roll a ball across the your living room floor and the cat's going to charge it.",
Gary Koehler,[00:53:18:18],00:54:00:08,"And and so it cat their eyes, their ears are forward oriented and everything about them is attracting or focusing on a movement. And that's how they become such efficient and effective predators. And so but it's also curiosity and how they learn. And I do believe that that's another aspect of cats that we we need to consider when we're responding to you know so-called threats of cougars is that cats are curious.",cougars
Gary Koehler,[00:54:00:14],00:54:47:02,"I've probably seen, you know, without the aid of hounds trying to capture cats, I've lost track of how many cats I cougars that I've encountered without, you know, just stumbling onto them. And basically that's what you're doing is stumbling on to them. And it's because of their curiosity about you. And, and I've really become to realize how much they know about us because of that curiosity and because of their cryptic behavior, being able to get a a real close view of us, not because they want to make us dinner, but just because they're curious.",cougars
Gary Koehler,[00:54:47:04],00:55:17:18,"And that story about or that old proverb about curiosity killed the cat is probably true. Is true because you know, it's interesting now in the state of Washington, they're killing as many cougars without the aid of hounds as they did when they had hound hunting, and most likely a lot of those cats are killed during their general elk and deer season.",cougars
Gary Koehler,[00:55:17:20],00:55:45:14,"And it's because often cattle step out and an elk hunter or a deer hunter with a rifle is going to shoot a curious cat. And it's not because the cat has designs of attacking, it's the cat is curious. I've had a lot of curious cats Look me over.",cougars
Jack Kredell,[00:55:45:16],00:56:03:05,"Yeah, unfortunately for a lot of hunters and in the west it's been like drummed into us that it's your duty, you know, to to control wolves or cougars.",
Gary Koehler,[00:56:03:06],00:56:35:01,"Yeah. And, and I think it's in part fear because I think that it's part of our gene pool too. Is that when the days when we were just running around with Stone ax and and and hands and ax ads and stuff like that, living in caves, you know, we had a right to be fearful of large carnivores because we were competing with them, you know, on the plains of Africa.",
Gary Koehler,[00:56:35:02],00:57:23:02,"And, you know, in the the grasslands of Alaska during the beringia period. And so it's probably somewhat in our genes to fear things with large carnivore and large canines and as dogs do, as all the carnivores do have, and including us and so I think it's probably somewhat in our genes, just like our tailbone is in our genes, just like our fingernails, vestiges of claws.",
Gary Koehler,[00:57:23:04],00:58:06:06,"There's a lot of vestiges of of past evolution and amongst us. And I think that fear of the unknown is part of that. And but as long as we have this curiosity ourselves and want to understand more of our environment, I think we can learn and find out that, you know, our fears are often not, you know, justified.",growth
