speaker,timestamp,End Time,words,tags
Ed Krumpe,[00:06:17:23],00:06:44:15,"And after about four or five days or a week or so, the water starts to clear and they're right there. We get to see for, I believe, about 27 years, they had different scientists, had cougar radio collared. And the amazing thing is these big toms established territories and Honaker documented this and then subsequent researchers documented them. And their territories are inviolate.",cougars
Ed Krumpe,[00:06:44:15],00:07:13:20,"If the if one of those toms crosses into another's territory, there's a fight. When they brought in and released wolves in the Frank, they released the same number of wolves as they did in Yellowstone on the same day. What we were able to document and some of those wolves were radio collared, was that the wolves would move through and those big toms would just get up and leave their territory to get out of the way and go into another territory.",wolves
Ed Krumpe,[00:07:13:22],00:07:32:23,"And there was no fight. And then them wolves would move through and they'd go back and that Tom would be wary and get up and go into another territory. And so that hasn't been documented anywhere. You can't even document that in Yellowstone. So that was something unique to see how they moved out the same with the different predators, they'd hear them coming.",wolves
Ed Krumpe,[00:07:33:04],00:08:06:12,"Wolves are pretty vocal. They run the ridges and yap back and forth and critters move out of the way and come in behind them. So there's things like that that can only be seen in such a pristine setting. And then another one, Dr. Brian Kennedy, you know, he was in the fisheries department researching the the salmon and steelhead, and he was able to determine that the the water is unique.",wolves
Ed Krumpe,[00:08:06:12],00:08:35:22,"And there's like seven different drainages in Big Creek where there's different isotopes, and the fish actually pick that up as they're growing there. And the odolith is a bone in the ear and it grows in layers just like an onion. And so grad students would come in and they'd hike Big Creek and they would document every rotting carcass after spawning of these salmon.",growth
Ed Krumpe,[00:08:36:00],00:09:03:23,"And they dig out that odolith and take it back for analysis. And they could find what section of Big Creek that fish was born in and raised in. And he was able to document that there's a certain percentage of strays. So the Walt Disney image of salmon is that they come back to the same stream and the same tiny little rivulet and, you know, nested at exactly the same place.",water
Ed Krumpe,[00:09:04:01],00:09:29:16,"But if that really happened like that, well, pretty soon the species would disappear because they'd become so inbred. So there is straying. And this was like, you can't document that in anywhere but a place like it, like a wilderness research station and the access to that. So, yeah, there's things like that. We're still discovering that you couldn't, you couldn't document that anywhere else.",wilderness
Ed Krumpe,[00:09:29:18],00:10:04:11,"And these fish, by the way, when they swim under the Forest Service trail bridge on the property. And when those fish come under that, there's a wire buried under the stream with an antenna to sense the pit tagged fish that return. But I mean, they have swum upstream through all those dams and made it about 750 miles from the ocean when they go past us and then they keep going, they go another 30, 40 miles up into smaller streams to breedf, too.",water
Ed Krumpe,[00:10:04:13],00:10:35:12,"So that's part of what makes it a pretty special place too. I want to mention something, though, that's hard to document, but I'll tell you, everybody that has taught in there can verify this. The students have an amazing experience and I tell them, here's the secret about Taylor Wilderness Research Station: when working in the wilderness like that you never come all the way out!",legacy
Ed Krumpe,[00:10:35:14],00:10:56:03,"You never come all the way out. Well just not too long ago, I heard from somebody that had been in there 30 years ago, and they said it affected their career choice. It affected the grad school they went to, and they still can recall that they kind of learned that they can do anything in a wild place like that.",legacy
Ed Krumpe,[00:10:56:03],00:11:20:23,"They learned to appreciate wild nature like nowhere else. It's not, I don't like to use this term because it's almost cliche, but it is a transformative experience. I mean, for the researchers of course, but especially for the students that come in and spend a semester. Idaho Public TV wanted to come in and, you know, film some of this and document it.",legacy
Ed Krumpe,[00:11:21:00],00:11:53:09,"And they said, well, what do you call this? Besides, back then we called it Taylor Ranch, and now it's Taylor Wilderness Research Station. But I said, Well, it's America's wildest classroom, and it really is. It's America's wildest classroom. And well I mean, that classroom has natural lighting, it has abundance of free flowing water. It has trails -- not too many projectors or PowerPoint presentations, but it's America's wildest classroom.",legacy
Ed Krumpe,[00:11:53:11],00:12:20:17,"And they liked that. They did an Outdoor Idaho show or something with it. And then the university actually trademarked that term, America's wild classroom. But that pretty much says it all. It's America's wildest classroom. I don't know if I should say this, but, you know, we've struggled to live up to its potential, through everything. So the university has funded it, but only funded the maintenance of it.",government
Ed Krumpe,[00:12:20:19],00:12:50:12,"It's their property. They don't want it to degrade. So we've had a very spartan maintenance budget. So for everything else, it's faculty writing grants, competing for for funds, trying to figure out what can be done or how research data collected there could compare with, say, Glacier or Yellowstone or something. And then trying to put together a team or hire the right grad students and so forth.",
Ed Krumpe,[00:12:50:14],00:13:16:02,"So it's been a struggle to have both the students and the research going on and it's just such a valuable place. I mean, I guess if I could go back in history, maybe what I would do at the beginning is start trying to raise some kind of endowment. I don't know how to do that. But they, you know, they need a source that's independent and dependable.",growth
Ed Krumpe,[00:13:16:02],00:13:23:02,But so it's it's always been a struggle to try to live up to its potential.,
Jack Kredell,[00:13:23:04],00:13:32:14,I was going to ask you what what kind of a future do you want to see for Taylor?,
Ed Krumpe,[00:13:32:16],00:13:58:02,"I believe in the internship program. They get amazing experience. Typically, those interns come in and they work on an ongoing research project. Some years we actually I mean, we do have some funding for that. And so some years they actually write proposals like, I want to look at the sage grouse or something. And so they'll do their own, you know, senior senior research.",
Ed Krumpe,[00:13:58:04],00:14:28:02,"Others work on ongoing research projects. So that's important that we keep that going because that's impactful and it's a great training and it looks good on their resumes. I mean, around here in Idaho, the Forest Service and the BLM when a student applies for a job and they see somebody working in at Taylor, they go, okay, they know how to handle themselves so they can be independent.",growth
Ed Krumpe,[00:14:28:04],00:15:14:08,"I really hope to see the semester-long program continue in some form. It's kind of difficult to do it for a whole semester, but full class experiences either in hydrology or water or vegetation or fire ecology or whatever, it should continue to be used for that. The thing I'd like to add in the future is I think that something like I used to call Elder Hostel where you could have one or two sessions where just regular people that were interested could sign up and they'd go in and they'd camp in the cabin tents, and then they'd meet these researchers and students and learn about the history.",
Ed Krumpe,[00:15:14:10],00:15:47:05,"We did that just a couple of times, and I've had people stop me on the street at Farmers Market, and they said, you know, 30 years ago we went in with Jim Peek and some others. When are you going to do that again? And I think that would be an incredible thing to do. For many years, we have had a high school group come in, so we've had a high school science classroom, environmental science class from Nampa come in.",
Ed Krumpe,[00:15:47:05],00:16:16:07,"We've had students from McCall several times. And I think there's room for that, too. The  off the use of the acility is limited. How many people we can have. We've got several cabins. We have some tent platforms, we've got plenty of access to water. But, so how we do stuff is always a problem. You have to fly food in and fly trash out.",aviation
Ed Krumpe,[00:16:16:09],00:16:25:16,"We don't burn trash. So it's it's difficult, but it has a lot of potential. I'd like to see it keep going that way.",
